glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,n_points,n_strokes,stroke
237,更,66F4,in_simplified_set,unicode_encoded,geng,52,7,"52,-64,0,5,-16,-4,-16,-4,-7,-64,0,5,-16,5,-8,-64,0,0,-15,-3,-12,-64,0,1,-15,5,-12,-64,0,7,-4,0,-10,4,0,4,6,-64,0,7,1,8,5,4,9,-64,0,5,4,9,11,-64,-64,,,,,,"
238,攸,6538,in_simplified_set,unicode_encoded,you,50,6,"50,-64,0,4,-20,5,-5,11,-1,-64,0,11,-1,11,3,3,-2,6,7,-64,0,-1,-21,0,-5,-64,0,5,-15,8,-12,9,-3,-64,0,-4,-12,-4,-7,-1,-5,-64,0,-1,-13,-3,-6,-4,2,-64,-64,,,,,,"
239,敉,6549,in_simplified_set,unicode_encoded,mi,48,7,"48,-64,0,-4,-11,9,-13,-64,0,-3,-16,-2,-13,-64,0,2,-16,2,-14,-64,0,6,-17,6,-15,-64,0,3,-12,2,3,-64,0,3,-4,7,0,3,7,-64,0,3,0,6,6,7,11,-64,-64,,,,,,"
240,敭,656D,traditional_or_variant,unicode_encoded,yang,50,6,"50,-64,0,3,-20,-2,-9,-2,-4,4,4,-64,0,-1,-12,-5,-7,-5,-5,-3,-4,-64,0,4,-15,11,-11,11,-11,-64,0,8,-13,3,-1,-64,0,6,-4,11,4,-64,0,9,-6,8,-3,5,1,-64,-64,,,,,,"
241,敗,6557,in_simplified_set,unicode_encoded,bai,90,12,"90,-64,0,-1,-19,-5,-10,-5,-6,-3,0,-64,0,-2,-18,0,-16,-64,0,-3,-15,-1,-14,-64,0,-2,-9,-4,-5,-64,0,-2,-4,-2,-1,-64,0,2,-17,4,-11,4,-7,2,-1,-64,0,1,-17,0,-12,-64,0,1,-9,3,-6,-64,0,1,-4,2,-1,-64,0,8,-17,8,-10,6,-4,4,2,-64,0,7,-3,9,1,10,8,-64,0,10,-4,8,1,6,3,-64,-64,,,,,,"
242,攻,653B,in_simplified_set,unicode_encoded,gong,58,7,"58,-64,0,-5,-12,3,-12,-64,0,-2,-12,-1,-6,-64,0,-5,-5,3,-6,-64,0,-2,-20,-4,-19,-3,-17,-1,-17,-1,-19,-2,-20,-64,0,0,-18,5,-16,6,-13,5,-7,4,-2,-64,0,6,-7,11,4,-64,0,9,-9,5,3,-64,-64,,,,,,"
243,铣,94E3,traditional_or_variant,unicode_encoded,xi,68,10,"68,-64,0,-2,-18,-1,-4,-64,0,-5,-16,-5,-9,-64,0,-4,-14,-2,-12,-64,0,0,-18,2,-13,-64,0,1,-16,-2,-13,-64,0,2,-9,2,-8,1,-11,-1,-8,-64,0,2,-6,-3,-1,-3,6,-64,0,5,-18,4,0,-64,0,5,-5,9,9,-64,0,8,-6,4,3,-64,-64,,,,,,"
244,畋,754B,in_simplified_set,unicode_encoded,tian,60,9,"60,-64,0,-3,-20,-3,-6,-64,0,-3,-7,2,-7,-64,0,2,-7,1,-20,-64,0,1,-20,-3,-20,-64,0,-3,-13,2,-14,-64,0,-1,-20,-1,-7,-64,0,6,-20,6,2,-64,0,7,-7,10,-2,8,4,-64,0,7,-2,11,2,12,8,-64,-64,,,,,,"
245,改,6539,traditional_or_variant,unicode_encoded,gai,52,5,"52,-64,0,-2,-19,-5,-15,-2,-12,0,-15,-2,-19,-64,0,-2,-11,-3,-2,-5,-4,-6,-7,-64,0,3,-9,5,-13,3,-16,1,-11,2,-8,2,-1,-64,0,3,-6,9,2,-64,0,5,-7,3,2,3,2,-64,-64,,,,,,"
246,叙,53D9,in_simplified_set,unicode_encoded,xu,50,7,"50,-64,0,5,-18,2,-8,2,-9,-64,0,5,-19,12,-8,-64,0,4,-11,9,-11,-64,0,6,-11,6,4,-64,0,0,-13,-3,-5,4,2,-64,0,4,-8,7,-5,9,-8,-64,0,2,-4,-2,7,-64,-64,,,,,,"
247,牧,7267,in_simplified_set,unicode_encoded,mu,82,10,"82,-64,0,0,-11,-1,0,-64,0,-3,-16,-3,-9,0,-7,3,-10,3,-16,-64,0,-3,-6,0,-3,2,-6,-64,0,-3,2,3,5,3,5,-64,0,3,3,2,9,0,2,-64,0,-6,-14,-6,-8,-10,-2,-64,0,-8,2,-5,-4,-5,3,-64,0,5,-15,5,1,5,1,-64,0,5,-1,9,6,-64,0,7,-4,9,-1,5,4,-64,-64,,,,,,"
248,教,6559,in_simplified_set,unicode_encoded,jiao,80,10,"80,-64,0,-7,-12,-1,-7,-64,0,-3,-13,-7,-7,-64,0,-6,-6,-2,-1,-64,0,-2,-6,-6,-1,-6,-1,-64,0,-4,1,-6,3,-4,4,-2,3,-4,1,-4,1,-64,0,-5,4,-4,9,-2,14,-64,0,-7,7,-4,9,-1,6,-64,0,2,-8,2,5,-64,0,3,-1,6,3,2,9,-64,0,2,3,6,8,7,15,-64,-64,,,,,,"
249,學,5B78,in_simplified_set,unicode_encoded,xue,94,14,"94,-64,0,1,-20,-2,-16,-64,0,-2,-19,2,-15,-64,0,2,-13,-2,-9,-64,0,-2,-14,2,-8,-64,0,-6,-19,-6,-11,-4,-9,-64,0,-5,-17,-3,-16,-64,0,-6,-14,-3,-12,-64,0,5,-21,5,-11,3,-8,-64,0,4,-18,2,-17,-64,0,5,-14,2,-12,-64,0,-1,-7,-1,-2,-6,0,-64,0,0,-7,3,-1,8,-1,-64,0,-3,-1,-3,5,-64,0,4,0,4,7,-64,-64,,,,,,"
250,卜,535C,in_simplified_set,unicode_encoded,bo,16,2,"16,-64,0,1,-16,1,7,-64,0,12,-11,7,-6,1,-5,-64,-64,,,,,,"
251,貞,8C9E,in_simplified_set,unicode_encoded,zhen,54,8,"54,-64,0,-4,-13,-4,6,-64,0,8,-14,8,7,-64,0,-3,-7,7,-7,-64,0,-3,-3,7,-3,-64,0,-3,-13,2,-8,7,-13,-64,0,-3,2,2,-2,7,3,-64,0,3,-20,2,-10,-64,0,2,-15,-2,-18,-64,-64,,,,,,"
252,占,5360,in_simplified_set,unicode_encoded,zhan,60,7,"60,-64,0,0,-20,1,-14,7,-14,7,-20,-64,0,1,-18,7,-18,-64,0,2,-14,-2,5,9,4,7,-13,-64,0,5,-11,6,-4,6,-4,-64,0,5,-6,3,-9,-64,0,2,-2,2,2,5,3,6,1,6,-2,-64,0,2,0,6,0,-64,-64,,,,,,"
253,用,7528,in_simplified_set,unicode_encoded,yong,68,9,"68,-64,0,-6,-19,-4,-15,-4,4,-5,6,-64,0,3,-19,1,-13,2,6,-64,0,7,-15,7,-10,6,-4,8,6,-64,0,-4,3,7,3,-64,0,-3,1,2,1,7,0,-64,0,-4,-8,1,-9,-64,0,-4,-7,1,-7,-64,0,3,-14,7,-14,-64,0,2,-12,6,-12,-64,-64,,,,,,"
254,甫,752B,in_simplified_set,unicode_encoded,fu,52,7,"52,-64,0,-1,-19,0,5,-64,0,-1,-14,-5,-8,-5,2,0,5,-64,0,0,-14,5,-9,5,1,1,5,-64,0,-4,-7,4,-8,-64,0,-5,-18,-1,-15,-64,0,3,-17,0,-14,-64,0,-5,-3,5,-2,-64,-64,,,,,,"
255,备,5907,traditional_or_variant,unicode_encoded,bei,92,12,"92,-64,0,-6,-3,9,-4,-64,0,-4,-16,-1,-11,-1,-9,-2,-8,-2,6,-2,6,-64,0,-4,0,-2,4,0,1,-64,0,-1,-15,-4,-11,-2,-8,-64,0,3,-9,3,7,-64,0,1,-15,3,-11,3,-9,1,-11,4,-15,-64,0,1,2,3,6,-64,0,-5,-6,-5,12,-64,0,6,-6,6,13,-64,0,5,1,3,5,-64,0,-5,9,6,9,-64,0,-6,11,6,11,-64,-64,,,,,,"
256,爻,723B,in_simplified_set,unicode_encoded,yao,26,4,"26,-64,0,4,-11,-5,-2,-64,0,-3,-12,6,-1,-64,0,3,1,-7,12,-64,0,-4,1,5,14,-64,-64,,,,,,"
257,爽,723D,in_simplified_set,unicode_encoded,shuang,88,12,"88,-64,0,0,-14,0,6,-5,12,-64,0,-1,-14,-4,-7,-64,0,0,-14,4,-9,-64,0,0,6,6,11,-64,0,-6,-2,-5,2,-3,2,-2,-2,-64,0,2,-2,3,1,5,1,5,-2,-64,0,-4,-2,-4,2,-5,4,-64,0,-4,2,-3,4,-64,0,4,-2,4,2,2,3,-64,0,4,1,5,3,-64,0,-8,5,-2,4,-64,0,1,4,8,4,-64,-64,,,,,,"
258,洫,6D2B,traditional_or_variant,unicode_encoded,xu,54,8,"54,-64,0,7,-11,-6,-10,-7,-4,-64,0,-1,-10,-2,-4,-64,0,-2,-4,2,-4,1,-10,-64,0,-2,-8,-7,-6,-64,0,6,-10,3,-7,-64,0,0,-6,0,12,-64,0,3,2,1,13,-64,0,0,5,6,15,-64,-64,,,,,,"
259,目,76EE,in_simplified_set,unicode_encoded,mu,44,6,"44,-64,0,11,-7,-7,-6,-8,3,-64,0,-1,-7,-2,3,3,5,-64,0,2,-6,5,-3,3,4,-64,0,10,-7,5,-3,-64,0,-2,-2,-8,1,-64,0,1,-3,1,-2,-64,-64,,,,,,"
260,嚃,5683,traditional_or_variant,unicode_encoded,ta,74,10,"74,-64,0,-9,-6,-3,-10,3,-10,7,-6,-64,0,2,-9,3,-4,0,-1,-4,-4,-3,-9,-64,0,-9,-6,-4,-5,-64,0,3,-5,7,-6,-64,0,-6,-1,-6,3,-64,0,-1,1,0,6,-64,0,4,-1,5,2,-64,0,-6,7,-5,11,-5,11,-64,0,-1,8,-1,13,-64,0,4,6,5,11,-64,-64,,,,,,"
261,相,76F8,in_simplified_set,unicode_encoded,xiang,60,8,"60,-64,0,8,-13,-5,-13,-7,-6,-64,0,-1,-12,-2,-9,0,-6,2,-8,1,-13,-64,0,0,-11,0,-9,-64,0,-3,-9,-7,-7,-64,0,3,-10,6,-13,-64,0,-5,-5,0,2,-64,0,0,-5,0,14,-64,0,-5,11,0,6,3,10,-64,-64,,,,,,"
262,省,7701,in_simplified_set,unicode_encoded,sheng,52,6,"52,-64,0,-1,-14,0,1,0,1,-64,0,-5,-12,0,-7,3,-11,-64,0,7,-2,-6,3,-6,11,-64,0,7,-2,6,5,0,6,-6,9,-64,0,-2,2,-3,4,-1,6,-64,0,1,0,2,3,0,5,-64,-64,,,,,,"
263,眣,7723,traditional_or_variant,unicode_encoded,die,58,7,"58,-64,0,7,-8,-5,-8,-7,-4,-64,0,-2,-8,-2,-2,2,-3,2,-8,-64,0,-6,-5,-3,-4,-64,0,6,-8,3,-5,-64,0,0,-2,0,5,-3,8,3,14,-64,0,0,3,2,7,-5,17,-64,0,-6,5,0,-1,5,4,-64,-64,,,,,,"
264,瞋,778B,traditional_or_variant,unicode_encoded,chen,90,13,"90,-64,0,0,-1,-1,9,-2,11,-3,15,-64,0,0,9,2,11,2,16,-64,0,-4,7,3,7,-64,0,-4,5,3,4,-64,0,-4,5,-4,7,-64,0,3,5,3,7,-64,0,0,0,-7,4,-64,0,0,0,6,4,-64,0,4,-4,-6,-1,-64,0,4,-12,4,-4,-64,0,4,-8,-3,-8,-3,-6,3,-6,-64,0,3,-12,1,-9,-64,0,-1,-5,-2,-2,-64,-64,,,,,,"
265,眉,7709,in_simplified_set,unicode_encoded,mei,72,9,"72,-64,0,7,-14,-7,-9,-7,-2,-64,0,0,-10,-1,-6,1,-3,3,-6,2,-11,-64,0,-7,-11,-5,-11,-5,-10,-64,0,-7,-3,-1,-6,-64,0,7,-13,3,-7,-64,0,1,-14,3,-15,3,-12,-64,0,-2,-13,0,-14,0,-11,-64,0,1,-2,-3,5,-64,0,1,-1,2,2,1,15,-64,-64,,,,,,"
266,自,81EA,in_simplified_set,unicode_encoded,zi,64,8,"64,-64,0,0,-13,0,-5,-4,-2,-64,0,0,-5,3,-3,-64,0,-6,-8,-4,0,-5,4,-3,6,-6,12,-2,15,-64,0,5,-9,3,5,5,11,3,13,-64,0,-4,0,3,0,-64,0,-4,3,3,3,-64,0,-1,12,-1,15,-64,0,2,10,2,15,-64,-64,,,,,,"
267,魯,9B6F,in_simplified_set,unicode_encoded,lu,112,13,"112,-64,0,0,-13,-4,-6,-2,-2,-3,5,-64,0,0,-13,4,-7,4,3,5,6,-64,0,-1,-10,1,-8,2,-11,-64,0,1,-8,1,1,-2,5,-64,0,1,1,5,6,-64,0,-5,-1,-5,-5,-4,-7,-3,-7,3,-7,5,-8,7,-7,7,-2,-64,0,-5,-3,-4,-5,-64,0,-2,-4,4,-4,-64,0,-2,-2,4,-2,-64,0,-2,0,3,0,-64,0,5,-5,6,-6,7,-5,-64,0,-5,9,6,9,-64,0,-5,6,-5,11,0,13,5,11,6,4,-64,-64,,,,,,"
268,協,5354,traditional_or_variant,unicode_encoded,xie,62,9,"62,-64,0,-6,-14,-1,-14,-64,0,-7,-10,-1,-11,-64,0,-5,-10,-5,5,-64,0,-2,-5,-1,-1,1,-1,2,-6,-64,0,-2,-4,1,-4,-64,0,5,-14,5,1,2,5,-64,0,5,1,8,5,-64,0,5,-14,2,-8,-64,0,5,-14,8,-8,-64,-64,,,,,,"
269,百,767E,in_simplified_set,unicode_encoded,bai,38,5,"38,-64,0,-7,-14,6,-15,-64,0,-8,-11,-6,5,6,5,-64,0,-1,-15,-2,-6,-7,-2,6,-2,-64,0,5,-11,6,5,-64,0,-1,-12,5,-3,-64,-64,,,,,,"
270,習,7FD2,in_simplified_set,unicode_encoded,xi,62,8,"62,-64,0,-6,-16,-2,-10,-2,0,-64,0,1,-17,4,-12,4,0,-64,0,-7,-10,-2,-7,-64,0,-6,-6,-2,-3,-64,0,1,-11,4,-9,-64,0,1,-6,4,-4,-64,0,1,1,-3,6,0,9,4,7,4,4,0,1,-64,0,0,4,1,5,-64,-64,,,,,,"
271,羽,7FBD,in_simplified_set,unicode_encoded,yu,52,6,"52,-64,0,-4,-12,-5,-8,-4,-3,2,-3,6,-6,6,-13,-4,-12,-64,0,-5,-8,6,-9,-64,0,-4,-2,-5,8,0,14,-64,0,2,-2,3,7,0,14,-64,0,-4,3,2,3,-64,0,-4,6,2,6,-64,-64,,,,,,"
272,翊,7FCA,in_simplified_set,unicode_encoded,yi,88,13,"88,-64,0,3,-11,-1,-4,2,14,-64,0,3,-11,8,-7,-64,0,5,-9,3,-1,7,7,-64,0,8,-7,5,-1,-64,0,1,-7,6,-4,-64,0,5,2,4,6,-64,0,7,8,3,13,-64,0,6,6,1,8,-64,0,5,2,1,4,-64,0,-5,-10,-6,3,-8,9,-64,0,-6,2,-3,7,-64,0,-10,8,-1,7,-64,0,-8,-1,-5,-7,-2,-2,-64,-64,,,,,,"
273,隹,96B9,in_simplified_set,unicode_encoded,zhui,74,8,"74,-64,0,0,-10,7,-11,7,-7,0,-5,-64,0,2,-10,10,-3,-64,0,-1,-5,-1,3,5,7,5,10,-64,0,0,-5,1,-3,5,-3,5,1,2,2,-64,0,6,-1,9,3,9,12,-64,0,-1,3,-3,6,-3,6,-1,7,2,8,-64,0,-1,8,-2,12,0,15,-64,0,-2,10,1,11,-64,-64,,,,,,"
274,隻,96BB,in_simplified_set,unicode_encoded,zhi,64,8,"64,-64,0,0,-10,5,-11,5,-8,-64,0,-1,-7,5,-7,-64,0,2,-11,4,-6,9,-3,9,5,-64,0,-1,-7,-2,-3,6,-1,6,8,-64,0,0,-2,-1,10,-64,0,2,1,-1,3,-64,0,1,4,3,7,0,12,-64,0,0,7,2,12,1,16,-64,-64,,,,,,"
275,雀,96C0,in_simplified_set,unicode_encoded,que,76,11,"76,-64,0,-7,-5,3,-9,-64,0,3,-9,3,-6,-64,0,3,-6,-5,0,0,9,-64,0,-2,-2,2,6,-64,0,-1,-7,5,2,4,8,-64,0,-1,9,-4,13,-2,16,-64,0,0,9,1,11,0,12,-64,0,-2,12,-1,13,-64,0,-7,-10,-7,-7,-64,0,-3,-13,-3,-9,-64,0,3,-13,4,-10,-64,-64,,,,,,"
276,雉,96C9,in_simplified_set,unicode_encoded,zhi,90,11,"90,-64,0,1,-10,6,-13,7,-9,-64,0,4,-11,8,-4,8,3,-64,0,6,-9,1,-4,3,2,0,10,-64,0,2,3,3,10,-64,0,3,-6,5,-3,5,3,-64,0,-7,-10,-5,-14,-2,-10,-64,0,-5,-13,-5,6,-6,7,-3,11,-64,0,-4,4,-4,8,-7,11,-64,0,-1,-7,-7,-7,-7,-4,-64,0,-2,-2,-2,2,-6,2,-64,0,-7,-4,-2,-2,-64,-64,,,,,,"
277,雞,96DE,in_simplified_set,unicode_encoded,ji,166,22,"166,-64,0,1,-13,2,-8,4,-7,5,-9,3,-14,-64,0,2,-10,5,-10,-64,0,4,-7,4,0,0,3,0,9,-64,0,4,-1,5,3,5,11,-64,0,1,2,2,4,-64,0,1,5,2,6,-64,0,4,4,5,6,6,4,-64,0,5,-12,7,-11,7,-11,6,-2,-64,0,8,-13,7,-11,-64,0,9,-10,7,-9,-64,0,10,-9,6,-7,-64,0,7,-4,9,0,9,7,-64,0,7,3,9,1,11,3,-64,0,-3,-14,-3,-10,-64,0,-3,-10,-5,-8,-3,-5,-1,-7,-3,-10,-64,0,-3,-5,-4,2,-64,0,-4,2,-7,10,-64,0,-4,0,-3,9,-64,0,-8,0,-3,-3,-1,-2,-64,0,-5,-17,-6,-11,-4,-10,-64,0,-5,-15,-4,-13,-64,0,-6,-13,-4,-11,-64,-64,,,,,,"
278,雏,96CF,traditional_or_variant,unicode_encoded,chu,98,12,"98,-64,0,6,-19,2,-12,3,-4,1,2,0,5,-64,0,8,-17,5,-12,7,-4,4,0,3,4,-64,0,4,-16,6,-14,-64,0,2,-13,6,-13,-64,0,7,-4,9,-2,10,3,5,6,-64,0,10,3,9,6,-64,0,-3,-17,-6,-6,-2,-1,-64,0,-1,-8,-4,-4,-5,6,-64,0,-1,-6,-1,-1,-64,0,-2,-5,-1,-4,1,-6,-64,0,-2,-14,-2,-9,-64,0,-3,-12,-2,-11,0,-13,-64,-64,,,,,,"
279,離,96E2,in_simplified_set,unicode_encoded,li,72,10,"72,-64,0,-3,-10,-3,-1,-64,0,4,-9,4,-1,-64,0,4,-9,-3,-5,-64,0,-3,-8,4,-4,-64,0,-3,-1,4,-1,-64,0,-4,4,4,3,-64,0,0,0,0,8,-64,0,4,-21,0,-19,0,-17,4,-16,4,-15,-2,-10,-64,0,1,-12,1,-8,-64,0,2,-20,2,-16,-1,-13,-64,-64,,,,,,"
280,雝,96DD,in_simplified_set,unicode_encoded,yong,62,7,"62,-64,0,1,-13,-2,-9,-64,0,1,-13,3,-9,-2,-6,1,-1,-64,0,0,-8,5,-3,-64,0,0,-11,6,-6,8,-2,-64,0,1,-2,-1,2,-64,0,-5,3,3,2,3,7,-5,8,-5,3,-64,0,0,5,0,13,8,12,8,5,-1,5,-64,-64,,,,,,"
281,雇,96C7,in_simplified_set,unicode_encoded,gu,68,9,"68,-64,0,-3,-16,-2,-4,-64,0,-2,-15,2,-15,3,-6,-2,-6,-64,0,-2,-11,2,-11,-64,0,5,-2,3,-3,-1,-2,-1,13,-64,0,4,-2,1,2,-64,0,-1,1,8,4,8,11,-64,0,-1,4,5,6,5,12,-64,0,-1,5,3,10,-64,0,1,-2,2,0,-64,-64,,,,,,"
282,鸿,9E3F,traditional_or_variant,unicode_encoded,hong,66,8,"66,-64,0,3,-17,6,-12,6,-9,3,-5,2,-2,9,3,-64,0,4,-15,4,-9,11,-2,-64,0,7,-5,4,0,4,2,8,6,-64,0,-2,-13,-2,-2,-64,0,4,3,4,8,5,11,-64,0,4,5,6,7,-64,0,-4,-13,0,-13,-64,0,-5,-3,0,-2,-64,-64,,,,,,"
283,萑,8411,in_simplified_set,unicode_encoded,huan,76,8,"76,-64,0,10,-12,2,-8,3,-5,10,-1,10,5,6,7,5,14,-64,0,5,-9,7,-7,5,-4,-2,0,-64,0,8,-3,3,4,2,11,-64,0,2,-2,4,1,-64,0,3,-1,0,3,-1,5,-1,9,-3,11,-64,0,9,6,11,11,-64,0,4,-10,5,-14,7,-13,-64,0,3,-11,2,-14,1,-10,-64,-64,,,,,,"
284,雚,96DA,in_simplified_set,unicode_encoded,guan,110,13,"110,-64,0,-2,-6,7,-6,7,-3,-2,-2,-64,0,3,-12,3,-5,8,1,8,7,-64,0,-2,-2,-2,2,4,1,4,5,2,7,-64,0,-1,2,-1,9,-5,12,-64,0,3,-12,0,-16,-2,-13,-64,0,3,-13,6,-16,9,-14,-64,0,-3,-12,-3,-9,-2,-9,0,-9,0,-12,-64,0,-3,-11,0,-11,-64,0,-4,6,-2,10,-64,0,-3,11,-2,13,-64,0,0,8,2,9,-64,0,5,-12,5,-9,8,-9,8,-13,-64,0,5,-11,8,-12,-64,-64,,,,,,"
285,舊,820A,in_simplified_set,unicode_encoded,jiu,64,7,"64,-64,0,-5,-8,3,-13,2,-7,-4,-3,-5,9,-64,0,-1,-10,5,-2,5,6,-64,0,-2,-4,1,0,1,6,-64,0,-4,4,-2,9,-64,0,-7,5,-7,11,-4,14,0,11,-1,6,-64,0,-2,-10,-5,-13,-5,-9,-64,0,-1,-11,-1,-14,1,-13,-64,-64,,,,,,"
286,蔑,8511,in_simplified_set,unicode_encoded,mie,78,10,"78,-64,0,-6,1,8,0,-64,0,3,-2,1,-2,5,-2,-64,0,3,-3,2,11,-64,0,0,11,5,11,-64,0,-6,-6,-6,-12,2,-15,-64,0,-4,-13,-3,-9,-2,-9,-1,-10,-2,-13,-64,0,2,-15,0,-10,-6,-7,-64,0,-2,-9,-2,-6,0,-5,-5,5,-64,0,-4,-15,-4,-13,-64,0,-1,-16,0,-14,-64,-64,,,,,,"
287,羊,7F8A,in_simplified_set,unicode_encoded,yang,36,5,"36,-64,0,-3,-11,0,-4,3,-11,-64,0,-3,-11,-7,-2,-64,0,4,-12,8,-3,-64,0,0,-3,0,11,-64,0,-4,-1,1,5,5,-1,-64,-64,,,,,,"
288,芈,8288,in_simplified_set,unicode_encoded,mi,44,6,"44,-64,0,-5,-12,0,-3,4,-12,-64,0,0,-3,0,11,-64,0,-6,-13,-8,-4,-64,0,4,-13,7,-4,-64,0,-5,0,-1,5,5,0,-64,0,-2,-13,0,-10,2,-14,-64,-64,,,,,,"
289,羔,7F94,in_simplified_set,unicode_encoded,gao,76,10,"76,-64,0,-4,-9,0,-5,3,-9,-64,0,0,-10,0,-2,-64,0,0,-2,-4,4,-64,0,0,-2,3,5,-64,0,-1,-10,-6,-16,-8,-11,-64,0,0,-10,4,-16,8,-12,-64,0,-3,-13,0,-17,2,-13,-64,0,-7,-4,-6,6,1,10,7,5,7,-4,-64,0,7,-3,3,3,-64,0,-7,-3,-4,2,-64,-64,,,,,,"
290,美,7F8E,in_simplified_set,unicode_encoded,mei,84,13,"84,-64,0,-3,-4,4,-4,-64,0,0,-4,0,5,-3,10,-64,0,0,4,3,11,-64,0,-4,-9,0,-4,-64,0,0,-4,4,-9,-64,0,-4,-9,-7,-5,-64,0,4,-9,6,-7,-64,0,0,-2,-6,3,-64,0,0,-2,6,2,-64,0,-5,-15,0,-10,0,-5,-64,0,0,-11,4,-17,-64,0,-5,-15,-8,-8,-64,0,4,-17,8,-11,-64,-64,,,,,,"
291,羌,7F8C,in_simplified_set,unicode_encoded,qiang,62,7,"62,-64,0,-6,-7,4,-11,-64,0,-7,-9,-6,-14,-1,-9,1,-14,5,-13,-64,0,-1,-9,-5,1,-64,0,-1,-7,1,-2,-1,11,-64,0,4,-11,2,-6,5,-3,-64,0,4,-11,7,-5,3,0,5,3,-64,0,5,-3,8,0,5,3,6,8,-64,-64,,,,,,"
292,羴,7FB4,in_simplified_set,unicode_encoded,shan,106,12,"106,-64,0,-4,-8,-3,0,-64,0,3,-10,3,-1,-64,0,-6,-4,-3,0,-1,-5,-64,0,-8,-7,-8,-10,-4,-8,0,-11,-1,-9,-64,0,0,-5,3,-1,5,-5,-64,0,1,-7,1,-11,4,-9,7,-12,7,-7,-64,0,-9,7,-8,1,-4,5,-1,1,-1,6,-64,0,-4,4,-4,13,-64,0,-7,8,-4,13,-2,9,-64,0,0,8,0,4,3,6,6,2,7,7,-64,0,3,6,3,14,-64,0,0,9,3,14,6,8,-64,-64,,,,,,"
293,霍,970D,in_simplified_set,unicode_encoded,huo,136,19,"136,-64,0,-2,-15,4,-15,-64,0,-5,-12,5,-12,-64,0,-4,-12,-4,-5,-64,0,5,-12,7,-7,-64,0,1,-12,1,-6,-64,0,0,-5,2,0,-1,7,2,13,-64,0,0,-4,0,1,4,4,-64,0,0,3,3,5,-64,0,-1,6,2,8,-64,0,-7,-5,-4,-1,-7,6,-6,12,-64,0,-6,-4,-6,0,-2,3,-64,0,-5,2,-3,4,-64,0,-6,4,-4,7,-64,0,-7,6,-4,10,-64,0,6,-6,8,-2,7,2,5,6,6,11,-64,0,6,-4,6,-1,9,3,-64,0,7,3,9,6,-64,0,6,5,8,7,-64,0,5,8,9,10,-64,-64,,,,,,"
294,雥,96E5,in_simplified_set,unicode_encoded,za,122,15,"122,-64,0,-7,-11,-1,-12,-1,-12,-1,-8,-6,-8,-64,0,-5,-11,0,-6,-64,0,-6,-8,-6,-5,-4,-1,-64,0,-6,-7,-3,-5,-64,0,-6,-4,-3,-3,-64,0,2,-11,8,-14,8,-10,-64,0,4,-13,9,-8,-64,0,7,-10,2,-8,3,-5,5,-4,5,1,-64,0,4,-9,7,-6,-64,0,9,-8,9,-4,-64,0,7,-6,6,-1,-64,0,0,2,4,2,5,4,-1,5,0,8,3,8,4,14,-64,0,1,8,1,11,-1,12,-1,14,-64,0,1,11,1,13,-64,0,1,2,8,8,-64,-64,,,,,,"
295,集,96C6,in_simplified_set,unicode_encoded,ji,70,9,"70,-64,0,-4,-12,5,-12,-64,0,-3,-12,-3,-7,4,-7,3,-1,-64,0,0,-11,0,-7,-5,-5,-8,0,-64,0,4,-6,-3,-2,-5,2,-64,0,3,-2,-1,1,-3,6,-64,0,3,-2,3,16,-64,0,0,5,2,8,-64,0,6,0,2,5,-64,0,-2,14,3,11,6,13,-64,-64,,,,,,"
296,鳥,9CE5,in_simplified_set,unicode_encoded,niao,92,11,"92,-64,0,0,-12,0,-9,2,-8,3,-10,3,-12,0,-12,-64,0,0,-13,-4,-12,-5,-9,-64,0,-4,-12,0,-9,-64,0,3,-10,3,-3,8,3,8,8,-64,0,1,-9,-3,1,1,6,1,11,-64,0,0,-4,1,-2,0,0,-64,0,4,0,1,5,-64,0,3,2,4,9,-64,0,-3,1,-4,4,-1,9,-64,0,-3,6,-6,10,-5,15,-64,0,-4,9,-3,11,-64,-64,,,,,,"
297,鳳,9CF3,traditional_or_variant,unicode_encoded,feng,170,22,"170,-64,0,-6,-9,-1,-9,-2,-6,-6,-4,-8,0,-6,5,-8,9,-64,0,-5,-9,-3,-4,3,-2,-64,0,-5,-3,0,2,-64,0,-2,-2,-5,0,-64,0,-8,0,-9,5,-64,0,-8,-1,-3,2,-64,0,-3,2,-3,7,-5,9,-3,10,-1,8,-3,7,-64,0,-4,-12,-3,-9,-64,0,-5,-14,-4,-12,-2,-14,-2,-14,-64,0,-6,-14,-2,-14,-64,0,1,1,-1,4,1,8,4,3,1,1,-64,0,-5,-11,-2,-11,-64,0,-4,9,-4,13,-64,0,-2,10,-2,14,-64,0,-1,8,1,11,0,14,-64,0,2,6,4,9,4,12,-64,0,3,4,6,7,6,11,-64,0,1,1,6,2,-64,0,2,-10,1,-5,-64,0,1,-9,5,-9,-64,0,1,-6,5,-6,-64,0,5,-13,6,-2,-64,-64,,,,,,"
298,鶾,9DBE,in_simplified_set,unicode_encoded,han,56,7,"56,-64,0,6,-18,6,-7,-64,0,5,-17,0,-14,-3,-10,-64,0,7,-4,2,-8,2,-5,6,-1,8,5,-64,0,5,-1,3,7,-64,0,5,-5,0,3,-64,0,-2,-9,-4,-1,-3,2,-6,7,-64,0,-3,-8,0,-3,-64,-64,,,,,,"
