glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,n_points,n_strokes,stroke
891,如,5982,in_simplified_set,unicode_encoded,ru,58,5,"58,-64,0,-1,-12,-1,4,4,5,4,9,-2,6,1,15,-64,0,-4,-7,-2,-9,2,-9,3,-6,4,-1,-64,0,-4,-7,-5,-5,-4,-4,0,-3,6,-6,-64,0,-9,5,-9,11,-6,13,-3,12,-4,5,-64,0,-9,7,-4,7,-64,-64,,,,,,"
892,娕,5A15,in_simplified_set,unicode_encoded,chuo,106,13,"106,-64,0,-4,-9,-5,1,-5,8,-1,11,-1,14,-6,10,-4,16,-64,0,-8,-6,-1,-2,-64,0,-2,-3,-2,3,-64,0,-8,-6,-8,-3,-7,0,0,4,-64,0,3,-9,4,17,-64,0,-1,-8,3,-3,-64,0,7,-8,3,-3,-64,0,4,-3,6,0,4,2,-64,0,3,-3,1,0,3,2,-64,0,3,3,0,6,2,8,4,8,-64,0,4,3,7,5,7,6,4,8,-64,0,4,9,1,13,-64,0,4,9,7,12,-64,-64,,,,,,"
893,嬪,5B2A,traditional_or_variant,unicode_encoded,pin,78,9,"78,-64,0,-7,5,-7,-3,-1,-9,7,-2,8,9,-64,0,-2,-1,2,-4,4,-2,-1,2,-64,0,-1,-1,0,2,-64,0,0,-4,3,1,0,4,0,7,3,4,1,10,-64,0,-5,-2,-2,-3,-64,0,-4,-2,-3,3,-4,8,-64,0,-3,1,-5,4,-64,0,-3,10,0,18,1,12,-64,0,-1,13,6,10,-64,-64,,,,,,"
894,妟,599F,traditional_or_variant,unicode_encoded,yan,50,5,"50,-64,0,-2,-10,1,5,-4,9,-3,12,2,9,0,17,-64,0,-5,-2,2,-7,3,-3,-5,4,-64,0,-5,-3,-4,3,-64,0,5,1,5,-5,11,-5,11,1,5,1,-64,0,5,-2,9,-2,-64,-64,,,,,,"
895,姷,59F7,in_simplified_set,unicode_encoded,you,18,2,"18,-64,0,-1,-9,3,-5,-3,6,-64,0,-2,-4,3,4,-2,18,-64,-64,,,,,,"
896,嬰,5B30,in_simplified_set,unicode_encoded,ying,92,12,"92,-64,0,3,-10,5,-2,7,4,2,8,1,10,8,8,6,16,-64,0,1,-4,7,-8,8,-5,1,0,-64,0,1,-4,2,2,-64,0,-1,-5,0,-2,-3,2,-64,0,-2,-3,1,2,1,5,-64,0,-8,-7,-1,-7,-64,0,-6,-7,-6,4,-64,0,-4,-7,-4,4,-64,0,-8,-5,-6,-5,-64,0,-4,-5,-2,-5,-64,0,-9,-1,-6,-1,-64,0,-4,-1,-2,-1,-64,-64,,,,,,"
897,妝,599D,in_simplified_set,unicode_encoded,zhuang,86,12,"86,-64,0,-3,-9,-4,-2,-1,4,-7,7,-7,10,-2,7,-3,13,-64,0,-7,-3,-1,-6,-64,0,-7,-3,-7,3,-64,0,-1,-6,1,-2,-10,2,-64,0,-10,-2,-8,2,-64,0,0,0,0,4,-64,0,2,-8,2,11,-64,0,2,-3,6,-4,-64,0,2,6,6,6,-64,0,6,-7,6,-2,-64,0,6,3,6,9,-64,0,4,-1,4,3,-64,-64,,,,,,"
898,媟,5A9F,traditional_or_variant,unicode_encoded,xie,122,12,"122,-64,0,4,-11,6,5,1,9,1,11,7,8,6,12,4,17,-64,0,1,-3,7,-7,-64,0,7,-7,8,-2,0,3,-64,0,1,-3,2,2,-64,0,-4,-12,-6,-9,-5,-6,-3,-8,-4,-12,-64,0,-5,-6,-4,14,-64,0,-9,-5,-10,-3,-10,0,-8,0,-7,-1,-8,-3,-9,-5,-64,0,-8,0,-7,3,-5,4,-64,0,-1,-6,-2,-4,-2,-3,-2,-1,-1,-1,0,-2,0,-3,0,-4,-1,-5,-1,-6,-64,0,-1,-1,-2,2,-5,4,-64,0,-5,7,-9,11,-64,0,-4,6,-1,9,-64,-64,,,,,,"
899,婪,5A6A,in_simplified_set,unicode_encoded,lan,100,14,"100,-64,0,-2,-16,-2,-7,-1,-1,-5,1,-5,4,-1,2,3,7,-64,0,-6,-9,1,-12,1,-12,-64,0,1,-12,1,-8,-7,-5,-64,0,-5,-9,-5,-4,-64,0,-8,-15,-8,5,-64,0,-12,-11,-8,-6,-64,0,-5,-14,-8,-11,-64,0,-8,-2,-13,2,-64,0,-8,-2,-6,-1,-64,0,3,-16,3,2,-64,0,1,-14,3,-11,-64,0,7,-14,3,-11,-64,0,3,-5,0,-2,-64,0,3,-6,8,-2,-64,-64,,,,,,"
900,媿,5ABF,in_simplified_set,unicode_encoded,kui,60,7,"60,-64,0,0,-11,0,11,5,12,-1,14,0,17,-64,0,-5,-10,4,-10,-64,0,-5,-10,-4,-4,-2,-3,2,-3,6,-5,4,-10,-64,0,-5,-7,5,-8,-64,0,-4,-1,3,-1,-64,0,3,-1,3,4,-64,0,-4,-1,-4,3,6,2,-64,-64,,,,,,"
901,奻,597B,traditional_or_variant,unicode_encoded,nuan,76,8,"76,-64,0,-5,-14,-4,-5,-7,-4,-7,-2,-4,-3,-6,1,-64,0,-9,-10,-2,-12,-64,0,-2,-12,-2,-10,-10,-7,-64,0,-9,-10,-9,-7,-10,-5,-64,0,3,-2,3,5,-1,6,-1,9,4,8,2,13,-64,0,-2,1,7,-1,7,-1,-64,0,7,-1,6,2,-4,4,-64,0,-2,1,-2,2,-2,5,-64,-64,,,,,,"
902,妥,59A5,in_simplified_set,unicode_encoded,tuo,66,7,"66,-64,0,3,-5,3,1,4,7,0,9,0,13,5,10,4,13,2,16,-64,0,0,1,6,-3,-64,0,0,0,1,5,-64,0,6,-3,6,0,-2,5,-64,0,-7,-11,-5,-7,-5,-4,-7,1,-7,5,-3,8,-64,0,-4,-4,-2,-1,-64,0,-7,0,-3,3,-64,-64,,,,,,"
903,民,6C11,in_simplified_set,unicode_encoded,min,64,7,"64,-64,0,-1,-7,-3,-4,-3,-1,-1,1,1,2,3,1,4,-2,4,-4,3,-6,-1,-7,-64,0,8,-8,4,-2,4,-2,-64,0,1,1,1,7,4,16,-64,0,-3,5,7,8,-64,0,-6,-8,-6,2,-64,0,-6,-8,8,-8,-64,0,-6,-1,-3,-1,-64,-64,,,,,,"
904,乂,4E42,in_simplified_set,unicode_encoded,yi,14,2,"14,-64,0,3,-8,-6,14,-64,0,-5,-8,6,16,-64,-64,,,,,,"
905,弗,5F17,in_simplified_set,unicode_encoded,fu,40,6,"40,-64,0,-8,-7,7,-7,-64,0,-8,0,7,0,-64,0,7,-8,7,0,-64,0,-8,0,-8,6,7,6,-64,0,-3,-12,-3,11,-64,0,3,-11,3,11,-64,-64,,,,,,"
906,氏,6C0F,in_simplified_set,unicode_encoded,shi,42,2,"42,-64,0,-1,-13,0,-7,-2,-3,-4,-1,-3,2,-2,4,-2,8,-4,14,-4,14,-64,0,0,-7,3,-3,2,1,3,6,5,8,7,8,7,5,7,0,3,-3,-64,-64,,,,,,"
907,氒,6C12,in_simplified_set,unicode_encoded,jue,32,5,"32,-64,0,-5,-10,7,-10,-64,0,-5,-5,6,-5,-64,0,-5,-10,-5,-5,-64,0,-7,2,8,2,-64,0,0,-5,0,14,-64,-64,,,,,,"
908,戈,6208,in_simplified_set,unicode_encoded,ge,32,4,"32,-64,0,-9,-1,6,-4,-64,0,-3,-9,-2,2,0,9,4,16,-64,0,3,-1,-1,6,-6,13,-64,0,5,-11,-3,-5,-64,-64,,,,,,"
909,肇,8087,in_simplified_set,unicode_encoded,zhao,42,6,"42,-64,0,-9,-8,-9,8,-64,0,-9,-8,-3,-8,-3,8,-64,0,-9,8,-3,8,-64,0,-6,3,5,3,-64,0,4,-1,1,0,2,15,-64,0,-1,15,5,15,-64,-64,,,,,,"
910,戎,620E,in_simplified_set,unicode_encoded,rong,38,6,"38,-64,0,-8,-3,6,-3,-64,0,0,-9,2,14,-64,0,1,-6,5,-8,-64,0,-1,15,6,13,-64,0,-9,4,-1,4,-64,0,-5,0,-5,12,-64,-64,,,,,,"
911,戣,6223,in_simplified_set,unicode_encoded,kui,62,9,"62,-64,0,0,-11,0,7,-2,10,2,16,-64,0,0,6,2,10,-3,16,-64,0,0,-11,-4,-6,-64,0,0,-11,4,-6,-64,0,-7,-1,8,-1,-64,0,-3,-4,-7,-1,-64,0,-7,-1,-4,3,-64,0,4,-3,8,-1,-64,0,8,-1,5,2,-64,-64,,,,,,"
912,干,5E72,traditional_or_variant,unicode_encoded,gan,68,11,"68,-64,0,0,-12,0,12,-64,0,0,-12,3,-12,-64,0,-7,-8,6,-8,-64,0,-6,-3,6,-3,-64,0,-3,0,3,0,-64,0,-3,3,3,3,-64,0,-6,7,7,7,-64,0,-3,0,-3,3,-64,0,3,0,3,3,-64,0,-6,-3,-6,7,-64,0,6,-3,6,7,-64,-64,,,,,,"
913,戍,620D,in_simplified_set,unicode_encoded,shu,42,5,"42,-64,0,-6,-4,10,-5,-64,0,6,-11,4,-8,5,11,-64,0,2,12,9,10,-64,0,-1,-4,0,0,1,3,-2,6,-4,13,-64,0,-1,0,-3,2,-6,4,-64,-64,,,,,,"
914,或,6216,in_simplified_set,unicode_encoded,huo,48,6,"48,-64,0,-5,-5,6,-6,-64,0,6,-11,1,-10,4,11,4,11,-64,0,5,-1,0,4,-64,0,8,10,0,12,-64,0,-8,2,-6,9,-2,9,-3,0,-3,0,-64,0,-3,3,-7,4,-64,-64,,,,,,"
915,戕,6215,traditional_or_variant,unicode_encoded,qiang,52,8,"52,-64,0,-9,-9,-9,-3,-64,0,-9,-7,-2,-7,-64,0,-2,-10,-2,9,-64,0,-5,-4,5,-4,-64,0,6,-9,2,-9,6,11,-64,0,9,11,3,12,-64,0,-9,4,-9,9,-64,0,-9,6,-2,6,-64,-64,,,,,,"
916,,,undetermined,not_encoded,zai,48,7,"48,-64,0,-7,-10,1,-11,-64,0,-3,-14,-3,-1,-64,0,-5,-9,-3,-5,-64,0,0,-11,-3,-6,-64,0,-6,-4,8,-5,-64,0,6,-8,3,-7,3,12,3,11,-64,0,6,10,-1,13,-64,-64,,,,,,"
917,缄,7F04,traditional_or_variant,unicode_encoded,jian,58,7,"58,-64,0,-9,3,7,2,-64,0,-6,-9,-6,-2,-7,-1,-7,4,-64,0,-6,-6,-9,-4,-64,0,-2,-10,-2,-2,-3,-1,-4,5,-4,5,-64,0,-2,-7,-4,-4,-64,0,3,-1,2,2,2,2,2,17,-64,0,-1,17,7,17,-64,-64,,,,,,"
918,武,6B66,in_simplified_set,unicode_encoded,wu,46,7,"46,-64,0,-6,-12,8,-13,-64,0,-1,-17,1,-3,5,0,-64,0,3,-10,-3,3,-64,0,3,-17,0,-14,-64,0,-2,4,0,12,-64,0,1,1,1,11,-64,0,5,1,-1,6,-64,-64,,,,,,"
919,戠,6220,in_simplified_set,unicode_encoded,zhi,64,8,"64,-64,0,-8,-7,5,-8,-64,0,-7,-4,0,-5,-64,0,-7,-4,-4,2,-64,0,0,-4,-3,2,-3,8,-64,0,-7,7,-7,13,-4,14,-1,12,-1,6,-1,6,-64,0,-7,9,-1,9,-64,0,4,-11,2,-8,2,-8,3,10,-64,0,6,9,1,11,-64,-64,,,,,,"
920,戔,6214,in_simplified_set,unicode_encoded,jian,48,7,"48,-64,0,4,-12,1,-12,-64,0,3,-12,5,0,-64,0,6,0,3,0,-64,0,-3,-3,9,-4,-64,0,-5,1,-2,3,-4,14,-4,14,-64,0,-8,4,5,3,-64,0,-5,14,0,14,-64,-64,,,,,,"
921,戉,6209,in_simplified_set,unicode_encoded,yue,32,4,"32,-64,0,5,-9,0,-11,0,13,0,13,-64,0,-3,12,3,15,-64,0,-1,-7,-5,-9,-64,0,-5,-9,-6,-5,-1,-2,-64,-64,,,,,,"
922,我,6211,in_simplified_set,unicode_encoded,wo,62,9,"62,-64,0,-5,-10,-5,10,-64,0,-5,-8,-10,-3,-64,0,-5,-2,-10,3,-64,0,-6,4,-9,8,-64,0,-4,-5,0,-3,-64,0,-4,2,0,-3,9,-4,-64,0,2,-12,2,0,2,0,8,12,-64,0,2,-8,7,-11,-64,0,5,-1,-1,13,-64,-64,,,,,,"
923,義,7FA9,in_simplified_set,unicode_encoded,yi,94,14,"94,-64,0,-3,-7,0,-11,2,-7,-64,0,7,-9,5,-11,5,-11,-64,0,5,-11,2,-7,3,4,-64,0,-1,-5,6,-5,-64,0,-1,-2,6,-2,-64,0,1,2,7,2,-64,0,-7,1,-6,15,-64,0,-6,7,3,6,-64,0,-7,4,7,5,-64,0,-7,4,-10,7,-64,0,-7,7,-11,10,-64,0,-7,10,-10,13,-64,0,3,4,4,13,9,17,-64,0,5,10,3,14,-64,-64,,,,,,"
924,直,76F4,in_simplified_set,unicode_encoded,zhi,42,6,"42,-64,0,-7,2,-7,12,-64,0,-7,2,8,2,-64,0,-7,8,-2,7,-64,0,-2,2,-2,8,3,8,3,2,-64,0,3,6,8,2,-64,0,-3,-10,-3,1,-64,-64,,,,,,"
925,亡,4EA1,in_simplified_set,unicode_encoded,wang,24,3,"24,-64,0,1,-13,2,7,-6,13,-6,13,-64,0,1,-3,-5,1,-64,0,-5,-6,-5,8,-64,-64,,,,,,"
926,乍,4E4D,traditional_or_variant,unicode_encoded,zha,28,3,"28,-64,0,1,-10,1,12,1,12,0,15,-3,11,-64,0,0,6,-9,1,-64,0,-1,-8,-1,0,-7,-2,-64,-64,,,,,,"
927,匈,5308,traditional_or_variant,unicode_encoded,xiong,48,7,"48,-64,0,2,-7,2,3,-64,0,7,-11,7,7,3,12,3,12,-64,0,2,-1,7,-5,-64,0,-4,-13,-2,-7,-64,0,-2,-7,-6,3,-64,0,-6,3,-2,11,-64,0,-4,-1,-1,5,-64,-64,,,,,,"
928,區,5340,in_simplified_set,unicode_encoded,qu,68,8,"68,-64,0,0,-9,0,-4,3,-4,3,-10,3,-10,-64,0,0,-8,3,-8,-64,0,-5,0,-5,5,-1,5,-1,0,-1,-1,-64,0,-1,2,-5,2,-64,0,2,0,2,6,7,6,6,-1,-64,0,2,2,6,2,-64,0,-8,-7,-8,10,-8,10,-64,0,-8,10,7,10,-64,-64,,,,,,"
929,医,533B,in_simplified_set,unicode_encoded,yi,46,6,"46,-64,0,1,-8,-3,-2,-64,0,1,-8,6,-2,-64,0,1,-8,1,-1,-64,0,1,-1,-1,4,5,10,-64,0,2,-1,3,4,-3,9,-64,0,-1,-9,-5,-2,-5,8,0,13,-64,-64,,,,,,"
930,匚,531A,in_simplified_set,unicode_encoded,fang,50,8,"50,-64,0,5,-10,5,13,-64,0,-7,-10,4,-10,-64,0,-7,-7,1,-7,-64,0,1,-7,1,8,-64,0,-7,-10,-7,-7,-64,0,-7,9,1,9,-64,0,-7,9,-6,13,-64,0,-6,13,4,13,-64,-64,,,,,,"
931,匡,5321,in_simplified_set,unicode_encoded,kuang,92,15,"92,-64,0,-1,-5,2,-1,-64,0,5,-5,2,-1,-64,0,-1,-5,-2,0,-64,0,5,-5,7,-2,-64,0,2,-1,2,7,-64,0,-1,1,2,4,-64,0,5,0,2,3,-64,0,-7,-9,-7,11,-64,0,-7,-9,8,-10,-64,0,-7,12,7,11,-64,0,-4,-7,8,-8,-64,0,-4,-7,-4,8,-64,0,-4,8,6,8,-64,0,8,-10,8,-8,-64,0,6,8,7,11,-64,-64,,,,,,"
932,匬,532C,traditional_or_variant,unicode_encoded,yu,92,15,"92,-64,0,2,-3,-1,2,-64,0,2,-2,5,3,-64,0,2,-2,2,8,-64,0,-2,-5,-2,10,-64,0,-7,-7,6,-8,-64,0,-1,-5,6,-5,-64,0,6,-8,6,-5,-64,0,-7,-6,-7,14,-64,0,-7,14,6,14,-64,0,-2,10,6,10,-64,0,6,10,6,14,-64,0,-6,-4,-3,-1,-64,0,-3,-2,-6,3,-64,0,-6,3,-4,6,-64,0,-4,6,-7,10,-64,-64,,,,,,"
933,甾,753E,in_simplified_set,unicode_encoded,zai,52,7,"52,-64,0,0,-8,0,14,-64,0,-6,-3,-5,11,0,14,5,10,5,-4,5,-4,-64,0,-6,2,4,2,-64,0,-5,7,5,7,-64,0,-6,-3,-10,-2,-64,0,6,-5,10,-3,-64,0,-3,-9,2,-8,-64,-64,,,,,,"
934,弓,5F13,in_simplified_set,unicode_encoded,gong,26,3,"26,-64,0,1,-9,2,17,-64,0,0,-8,-4,0,-2,5,-5,10,1,17,-64,0,-3,-9,1,-9,-64,-64,,,,,,"
935,彊,5F4A,in_simplified_set,unicode_encoded,jiang,94,7,"94,-64,0,1,-6,-1,-3,2,0,5,-3,4,-6,0,-6,0,-6,-64,0,0,-3,5,-4,-64,0,2,-6,2,-1,-64,0,-1,-9,-4,0,-2,2,-4,4,-6,6,-5,9,-5,13,-8,14,-64,0,-9,-6,-1,-8,-64,0,1,6,-1,7,-1,8,-1,8,0,10,1,10,3,10,4,9,4,9,4,8,3,7,2,6,1,6,1,6,-64,0,-1,8,4,8,1,6,1,10,-64,-64,,,,,,"
936,弘,5F18,in_simplified_set,unicode_encoded,hong,30,3,"30,-64,0,1,-11,2,-6,0,0,2,7,2,11,-5,18,-5,18,-64,0,1,2,5,-1,-64,0,1,-11,-5,-4,-64,-64,,,,,,"
937,彈,5F48,in_simplified_set,unicode_encoded,dan,56,7,"56,-64,0,-4,-1,-6,3,-3,5,-1,1,-4,-1,-4,-1,-64,0,1,-10,-4,-1,-64,0,-3,5,-2,11,2,17,-64,0,0,-6,3,-1,-64,0,3,-1,0,2,-64,0,0,2,3,8,0,14,-64,0,1,-11,5,-8,-64,-64,,,,,,"
938,弜,5F1C,traditional_or_variant,unicode_encoded,jiang,56,7,"56,-64,0,-3,-10,-7,-3,-7,-3,-64,0,-3,-10,-2,-3,-2,-3,-64,0,-2,-3,-3,0,-3,0,-64,0,-3,0,-2,10,-64,0,-2,10,-4,14,-64,0,1,-12,0,-7,-64,0,1,-11,4,-5,2,0,4,7,0,15,-64,-64,,,,,,"
939,系,7CFB,in_simplified_set,unicode_encoded,xi,200,26,"200,-64,0,2,-7,-7,-2,-7,-2,-64,0,-1,-5,-1,1,-64,0,-1,1,-2,4,0,6,-64,0,0,1,1,4,-64,0,1,4,0,6,-64,0,0,6,-2,9,0,11,-64,0,0,6,1,9,0,11,-64,0,0,12,0,15,2,16,-64,0,1,12,2,13,2,16,2,16,-64,0,-6,-2,-6,1,-64,0,-6,1,-8,2,-6,4,-6,1,-6,1,-64,0,-6,4,-8,6,-64,0,-8,6,-6,9,-64,0,-6,5,-5,7,-64,0,-5,7,-6,9,-64,0,-7,9,-8,12,-64,0,-8,12,-6,14,-64,0,-6,9,-5,12,-64,0,-5,12,-6,14,-64,0,2,-7,4,-2,-64,0,4,-2,3,1,5,4,6,1,4,-2,4,-2,-64,0,5,4,4,7,6,9,8,7,5,4,-64,0,6,10,5,12,7,14,8,11,6,10,-64,0,1,-12,-4,-8,-5,-6,-64,0,0,-11,0,-8,-64,0,-2,-9,-2,-7,-64,-64,,,,,,"
940,孫,5B6B,in_simplified_set,unicode_encoded,sun,92,10,"92,-64,0,-2,-10,-2,-6,-2,-6,-64,0,-2,-10,3,-10,3,-9,3,-6,-64,0,-2,-6,3,-6,-64,0,-5,-4,6,-4,-64,0,0,-6,2,2,5,4,-64,0,0,-1,-2,0,-1,3,0,1,0,-1,0,-1,-64,0,-1,3,-3,7,-1,10,0,7,-1,4,-1,4,-64,0,-1,10,-3,13,-2,15,0,13,-1,10,-64,0,-5,17,1,15,-64,0,-2,15,-1,19,-64,-64,,,,,,"
941,糸,7CF8,in_simplified_set,unicode_encoded,mi,66,8,"66,-64,0,-1,-10,-1,-4,-64,0,-1,-4,-3,0,0,3,2,0,-1,-4,-1,-4,-64,0,0,3,-2,8,1,11,3,7,0,3,0,3,-64,0,1,11,0,18,-64,0,0,11,-4,16,-64,0,1,11,4,15,-64,0,-4,-9,-1,-5,-64,0,4,-9,-1,-5,-64,-64,,,,,,"
942,絶,7D76,traditional_or_variant,unicode_encoded,jue,90,9,"90,-64,0,0,-10,-3,-3,-3,-3,-64,0,0,-10,5,-3,-64,0,-4,-2,-5,3,-2,5,0,1,-3,-2,-3,-2,-64,0,-3,5,-5,11,-3,14,-1,10,-3,6,-3,6,-64,0,5,-3,3,2,5,5,7,2,5,-3,5,-2,-64,0,5,5,3,10,5,14,7,10,5,5,5,5,-64,0,-7,1,9,1,-64,0,-5,6,8,5,-64,0,-7,10,10,9,-64,-64,,,,,,"
943,續,7E8C,traditional_or_variant,unicode_encoded,xu,86,12,"86,-64,0,-4,-11,0,-8,0,-8,-64,0,3,-12,0,-8,-64,0,-5,-7,4,-7,-64,0,-5,-7,-6,0,-64,0,5,-7,6,-2,-64,0,-5,-5,6,-4,-64,0,0,-7,0,3,-64,0,-2,4,-6,8,1,17,6,7,2,4,2,4,-64,0,2,4,1,7,1,7,-64,0,-2,4,-2,7,-64,0,-2,12,-1,9,-64,0,4,11,1,9,-64,-64,,,,,,"
944,紹,7D39,in_simplified_set,unicode_encoded,shao,50,6,"50,-64,0,1,-11,7,-1,2,7,5,16,5,16,-64,0,4,-13,2,0,-64,0,2,0,7,8,4,13,-64,0,9,-11,4,-6,-64,0,-6,-9,-3,1,-5,8,-1,15,-64,0,-4,4,0,9,-64,-64,,,,,,"
945,紊,7D0A,in_simplified_set,unicode_encoded,wen,50,6,"50,-64,0,-1,-10,-6,-3,-64,0,-1,-10,7,-3,-64,0,-3,-6,6,3,-64,0,2,-7,-6,4,-64,0,-3,1,-3,5,1,9,-1,13,-1,18,-1,18,-64,0,-3,1,0,4,-2,11,-1,13,-64,-64,,,,,,"
946,終,7D42,in_simplified_set,unicode_encoded,zhong,52,7,"52,-64,0,0,-9,-6,1,-64,0,0,-9,6,1,-64,0,-6,1,-9,5,-7,10,-3,6,-6,1,-6,1,-64,0,5,1,3,6,-64,0,3,6,6,10,-64,0,6,10,7,5,-64,0,7,4,5,1,-64,-64,,,,,,"
947,緑,7DD1,in_simplified_set,unicode_encoded,lv,56,6,"56,-64,0,2,-9,8,-9,-64,0,0,-6,0,-1,-64,0,0,-4,9,-4,-64,0,9,-6,9,-1,-64,0,5,-9,5,1,1,7,4,12,8,6,5,1,-64,0,-4,-6,-6,0,-2,7,-4,12,-7,5,-3,-1,-4,-6,-64,-64,,,,,,"
948,紟,7D1F,in_simplified_set,unicode_encoded,jin,56,9,"56,-64,0,-2,-2,-7,5,-64,0,-2,-2,2,5,-64,0,-5,3,1,3,-64,0,4,-8,2,-3,-64,0,2,-3,8,5,-64,0,8,5,6,9,-64,0,4,-8,7,-2,-64,0,7,-2,3,4,-64,0,3,4,5,10,-64,-64,,,,,,"
949,編,7DE8,in_simplified_set,unicode_encoded,bian,90,13,"90,-64,0,4,-10,4,-3,-64,0,0,-8,3,-5,-64,0,7,-8,4,-5,-64,0,4,-3,2,0,5,6,1,13,-64,0,4,-3,6,1,1,6,7,13,-64,0,4,9,4,15,-64,0,-9,3,-4,0,-64,0,-4,0,0,3,-64,0,0,3,-4,6,-9,3,-64,0,-8,-2,-8,11,-64,0,-6,-6,-6,14,-64,0,-4,-4,-4,11,-64,0,-2,-5,-2,13,-64,-64,,,,,,"
950,紂,7D02,traditional_or_variant,unicode_encoded,zhou,52,6,"52,-64,0,4,-11,4,-4,-64,0,0,-9,4,-4,-64,0,8,-9,4,-4,-64,0,4,-4,1,1,6,11,3,13,1,10,6,2,4,-4,-64,0,-3,-5,-3,1,-1,5,-64,0,-1,-2,-4,4,-3,15,-64,-64,,,,,,"
951,綏,7D8F,in_simplified_set,unicode_encoded,sui,70,10,"70,-64,0,1,-6,4,6,-64,0,4,6,-1,10,-64,0,-1,10,-1,13,-64,0,-1,13,4,11,-64,0,4,11,2,18,-64,0,0,6,-1,0,6,-5,-64,0,6,-5,6,-1,-3,3,-64,0,-5,-11,-3,-6,-5,-1,-5,5,-64,0,-3,-6,-1,-4,-64,0,-5,-1,-3,0,-64,-64,,,,,,"
952,彝,5F5D,in_simplified_set,unicode_encoded,yi,80,10,"80,-64,0,-6,-9,-4,-7,8,-3,9,-3,-64,0,-1,-9,2,-5,-1,0,0,13,-64,0,-6,-2,7,0,-64,0,0,-2,-5,-5,-6,-2,-64,0,2,-1,5,3,7,0,-64,0,-7,-1,-7,1,-2,4,-64,0,-3,0,-5,2,-7,13,-64,0,5,5,4,12,1,15,-64,0,2,8,7,17,-64,0,-1,3,3,5,-64,-64,,,,,,"
953,絲,7D72,in_simplified_set,unicode_encoded,si,82,10,"82,-64,0,-4,-10,-4,-4,-64,0,-7,-8,-4,-4,-64,0,-1,-9,-4,-4,-64,0,-4,-4,-6,-1,-2,4,-6,9,-1,15,-64,0,-4,-4,-2,-1,-6,3,-2,10,-7,15,-64,0,-4,12,-4,16,-64,0,1,-8,5,0,1,6,7,14,-64,0,7,-9,2,-1,5,6,1,13,-64,0,3,-11,4,-4,-64,0,3,10,3,15,-64,-64,,,,,,"
954,率,7387,in_simplified_set,unicode_encoded,lv,54,7,"54,-64,0,0,-11,0,-4,-64,0,0,-4,-2,-2,2,5,0,9,0,15,-64,0,1,-4,2,-1,-2,5,0,9,-64,0,-5,-8,-5,-2,-64,0,-5,7,-6,12,-64,0,5,-9,5,-4,-64,0,5,3,5,9,-64,-64,,,,,,"
955,虫,866B,in_simplified_set,unicode_encoded,chong,26,2,"26,-64,0,0,-9,-3,-4,0,-1,2,-5,0,-9,0,-9,-64,0,0,-1,-2,9,3,13,5,9,-64,-64,,,,,,"
956,蜀,8700,in_simplified_set,unicode_encoded,shu,74,11,"74,-64,0,-8,-2,-6,-7,7,-8,7,-8,-64,0,-8,-2,-4,-3,-64,0,7,-8,2,-4,-64,0,-2,-7,-3,-3,-1,-1,-64,0,-1,-7,1,-5,-64,0,1,-5,-1,-1,-64,0,-4,4,-4,10,-64,0,-1,0,0,9,-64,0,0,9,-7,14,-64,0,-7,13,-9,5,-64,0,-9,5,-4,4,-64,-64,,,,,,"
957,虹,8679,in_simplified_set,unicode_encoded,hong,104,14,"104,-64,0,-8,1,-5,1,-64,0,-8,1,-9,5,-11,8,-64,0,-5,1,-5,5,-64,0,-5,5,-5,7,-64,0,-9,4,-5,4,-64,0,4,1,4,4,4,4,-64,0,4,1,7,1,-64,0,7,1,7,4,10,7,10,7,-64,0,4,4,7,4,-64,0,5,4,5,6,-64,0,-11,-2,-8,0,-64,0,10,-4,7,0,-64,0,-7,-1,-5,-8,1,-9,7,-5,7,0,-64,0,-5,0,-3,-4,3,-3,4,1,-64,-64,,,,,,"
958,昆,6606,traditional_or_variant,unicode_encoded,kun,68,8,"68,-64,0,-4,-7,-7,-4,-7,-3,-64,0,-4,-7,-1,-3,-64,0,-4,-6,-4,-1,-64,0,-4,-1,-2,4,-64,0,-2,4,-5,8,-4,12,-1,11,-64,0,3,-8,0,-4,0,-4,-64,0,3,-8,7,-2,-64,0,3,-7,3,0,5,5,2,10,6,14,6,9,6,9,-64,-64,,,,,,"
959,蠱,8831,in_simplified_set,unicode_encoded,gu,88,8,"88,-64,0,-4,-7,-5,-5,-4,-4,-3,-4,-2,-6,-4,-7,-4,-7,-64,0,-3,-4,-2,2,-4,4,-5,1,-5,1,-64,0,1,-8,0,-5,2,-2,3,-5,1,-8,1,-8,-64,0,2,-1,3,1,1,4,1,2,-64,0,-9,-4,-7,3,-5,8,0,9,5,7,5,3,5,-4,-64,0,-2,9,-2,13,-64,0,2,9,2,13,-64,0,-6,14,7,13,-64,-64,,,,,,"
