glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,identity_confidence,identity_note,composition_note,n_source_variants,pua_legacy,previous_label_v0_2
28,祟,795F,in_simplified_set,unicode_encoded,sui,high,,,4,,祟
29,禫,79AB,in_simplified_set,unicode_encoded,dan,high,,,1,,禫
30,三,4E09,in_simplified_set,unicode_encoded,san,high,,,4,,三
31,王,738B,in_simplified_set,unicode_encoded,wang,high,,,4,,王
32,玉,7389,in_simplified_set,unicode_encoded,yu,high,,,4,,玉
33,玨,73A8,in_simplified_set,unicode_encoded,jue,high,,,4,,玨
34,氣,6C23,in_simplified_set,unicode_encoded,qi,high,,,4,,氣
35,中,4E2D,in_simplified_set,unicode_encoded,zhong,high,,,4,,中
36,屮,5C6E,in_simplified_set,unicode_encoded,che,high,,,3,,屮
37,屯,5C6F,in_simplified_set,unicode_encoded,tun,high,,,4,,屯
38,每,6BCF,in_simplified_set,unicode_encoded,mei,high,,,4,,每
39,萑,8411,traditional_or_variant,unicode_encoded,huan,high,,,4,,zhui
40,萌,840C,in_simplified_set,unicode_encoded,meng,high,,,3,,萌
41,兹,5179,in_simplified_set,unicode_encoded,zi,high,,,4,,兹
42,蔡,8521,in_simplified_set,unicode_encoded,cai,high,,,1,,蔡
43,茀,8300,in_simplified_set,unicode_encoded,fu,high,,,1,,茀
44,若,82E5,in_simplified_set,unicode_encoded,ruo,high,,,4,,若
45,苴,82F4,in_simplified_set,unicode_encoded,ju,high,,,2,,苴
46,芻,82BB,in_simplified_set,unicode_encoded,chu,high,,,4,,芻
47,薶,85B6,in_simplified_set,unicode_encoded,mai,high,,,4,,薶
48,折,6298,in_simplified_set,unicode_encoded,zhe,high,,,3,,折
49,艿,827F,traditional_or_variant,unicode_encoded,nai,high,,,3,,reng
50,蒿,84BF,in_simplified_set,unicode_encoded,hao,high,,,3,,蒿
51,春,6625,in_simplified_set,unicode_encoded,chun,high,,,4,,春
52,蓐,84D0,in_simplified_set,unicode_encoded,ru,high,,,4,,蓐
53,莫,83AB,in_simplified_set,unicode_encoded,mo,high,,,4,,莫
54,葬,846C,in_simplified_set,unicode_encoded,zang,high,,,1,,葬
55,小,5C0F,in_simplified_set,unicode_encoded,xiao,high,,,4,,小
56,少,5C11,in_simplified_set,unicode_encoded,shao,high,,,4,,少
57,八,516B,in_simplified_set,unicode_encoded,ba,high,,,4,,八
58,分,5206,in_simplified_set,unicode_encoded,fen,high,,,3,,分
59,曾,66FE,in_simplified_set,unicode_encoded,ceng,high,,,4,,曾
60,遂,9042,traditional_or_variant,unicode_encoded,sui,high,reading of the candidate character matches the reading annotated in the source filename; the parenthetical note is therefore read as describing the components of the oracle-bone form of this same character,去掉辶,1,,sui
61,介,4ECB,in_simplified_set,unicode_encoded,jie,high,,,4,,介
62,兆,5146,in_simplified_set,unicode_encoded,zhao,high,,,4,,兆
63,公,516C,in_simplified_set,unicode_encoded,gong,high,,,4,,公
64,必,5FC5,in_simplified_set,unicode_encoded,bi,high,,,4,,必
65,余,4F59,in_simplified_set,unicode_encoded,yu,high,,,4,,余
66,番,756A,in_simplified_set,unicode_encoded,fan,high,,,4,,番
67,牛,725B,in_simplified_set,unicode_encoded,niu,high,,,4,,牛
68,牡,7261,in_simplified_set,unicode_encoded,mu,high,,,4,,牡
69,犅,7285,in_simplified_set,unicode_encoded,gang,high,,,4,,犅
70,牝,725D,in_simplified_set,unicode_encoded,pin,high,,,4,,牝
71,牲,7272,in_simplified_set,unicode_encoded,sheng,high,,,1,,牲
72,牢,7262,in_simplified_set,unicode_encoded,lao,high,,,4,,牢
73,物,7269,in_simplified_set,unicode_encoded,wu,high,,,4,,物
74,告,544A,in_simplified_set,unicode_encoded,gao,high,,,4,,告
75,口,53E3,in_simplified_set,unicode_encoded,kou,high,,,4,,口
76,喙,5599,in_simplified_set,unicode_encoded,hui,high,,,4,,喙
77,吹,5439,in_simplified_set,unicode_encoded,chui,high,,,4,,吹
78,名,540D,in_simplified_set,unicode_encoded,ming,high,,,4,,名
79,君,541B,in_simplified_set,unicode_encoded,jun,high,,,4,,君
80,命,547D,in_simplified_set,unicode_encoded,ming,high,,,4,,命
81,召,53EC,in_simplified_set,unicode_encoded,zhao,high,,,4,,召
82,問,554F,in_simplified_set,unicode_encoded,wen,high,,,2,,問
83,唯,552F,in_simplified_set,unicode_encoded,wei,high,,,4,,唯
84,启,542F,in_simplified_set,unicode_encoded,qi,high,,,4,,启
85,咸,54B8,in_simplified_set,unicode_encoded,xian,high,,,4,,咸
86,右,53F3,in_simplified_set,unicode_encoded,you,high,,,4,,右
87,吉,5409,in_simplified_set,unicode_encoded,ji,high,,,4,,吉
88,周,5468,in_simplified_set,unicode_encoded,zhou,high,,,4,,周
89,唐,5510,in_simplified_set,unicode_encoded,tang,high,,,4,,唐
90,敋,654B,traditional_or_variant,unicode_encoded,ge,high,,,4,,e
91,吝,541D,in_simplified_set,unicode_encoded,lin,high,,,3,,吝
92,各,5404,in_simplified_set,unicode_encoded,ge,high,,,4,,各
93,單,55AE,in_simplified_set,unicode_encoded,dan,high,,,4,,單
94,哭,54ED,in_simplified_set,unicode_encoded,ku,high,,,1,,哭
95,喪,55AA,in_simplified_set,unicode_encoded,sang,high,,,4,,喪
96,逺,903A,traditional_or_variant,unicode_encoded,yuan,high,,,4,,yuan
97,止,6B62,in_simplified_set,unicode_encoded,zhi,high,,,4,,止
98,前,524D,in_simplified_set,unicode_encoded,qian,high,,,3,,前
99,歷,6B77,in_simplified_set,unicode_encoded,li,high,,,4,,歷
100,歸,6B78,in_simplified_set,unicode_encoded,gui,high,,,4,,歸
101,登,767B,in_simplified_set,unicode_encoded,deng,high,,,4,,登
102,癹,7679,traditional_or_variant,unicode_encoded,ba,high,,,4,,bo
103,步,6B65,in_simplified_set,unicode_encoded,bu,high,,,4,,步
104,歳,6B73,in_simplified_set,unicode_encoded,sui,high,,,4,,歳
105,此,6B64,in_simplified_set,unicode_encoded,ci,high,,,4,,此
106,正,6B63,in_simplified_set,unicode_encoded,zheng,high,,,4,,正
107,辵,8FB5,in_simplified_set,unicode_encoded,chuo,high,,,4,,辵
108,征,5F81,in_simplified_set,unicode_encoded,zheng,high,,,4,,征
109,遝,905D,in_simplified_set,unicode_encoded,ta,high,,,1,,遝
110,颌,988C,traditional_or_variant,unicode_encoded,he,high,,,4,,he
111,逆,9006,in_simplified_set,unicode_encoded,ni,high,,,4,,逆
112,遘,9058,in_simplified_set,unicode_encoded,gou,high,,,4,,遘
113,通,901A,in_simplified_set,unicode_encoded,tong,high,,,4,,通
114,還,9084,in_simplified_set,unicode_encoded,hai,high,,,3,,還
115,遣,9063,in_simplified_set,unicode_encoded,qian,high,,,4,,遣
116,逹,9039,in_simplified_set,unicode_encoded,da,high,,,4,,逹
117,追,8FFD,in_simplified_set,unicode_encoded,zhui,high,,,4,,追
118,逐,9010,in_simplified_set,unicode_encoded,zhu,high,,,4,,逐
119,至,81F3,traditional_or_variant,unicode_encoded,zhi,high,,,4,,zhi
120,逴,9034,in_simplified_set,unicode_encoded,chuo,high,,,1,,逴
121,迂,8FC2,traditional_or_variant,unicode_encoded,yu,high,,,1,,yu
122,進,9032,in_simplified_set,unicode_encoded,jin,high,,,2,,進
123,途,9014,in_simplified_set,unicode_encoded,tu,high,,,3,,途
124,德,5FB7,in_simplified_set,unicode_encoded,de,high,,,4,,德
125,復,5FA9,traditional_or_variant,unicode_encoded,fu,high,,,3,,fu
126,往,5F80,in_simplified_set,unicode_encoded,wang,high,,,4,,往
127,彶,5F76,in_simplified_set,unicode_encoded,ji,high,,,3,,彶
128,逢,9022,traditional_or_variant,unicode_encoded,feng,high,,,4,,feng
129,避,907F,in_simplified_set,unicode_encoded,bi,high,,,4,,避
130,得,5F97,in_simplified_set,unicode_encoded,de,high,,,4,,得
131,律,5F8B,in_simplified_set,unicode_encoded,lv,high,,,1,,律
132,御,5FA1,in_simplified_set,unicode_encoded,yu,high,,,4,,御
133,延,5EF6,traditional_or_variant,unicode_encoded,yan,high,"author confirms the candidate character; the reading ""chan"" recorded in the source filename does not correspond to this character and is treated as an annotation error [author determination, 2026-08-10]",去掉止上一,4,,chan
134,行,884C,in_simplified_set,unicode_encoded,xing,high,,,4,,行
135,衛,885B,traditional_or_variant,unicode_encoded,wei,high,"author rules that the form recorded in the source hand copy takes precedence; the v0.2 label 衞 is superseded by 衛 [author determination, 2026-08-10]",,4,,衞
136,齒,9F52,traditional_or_variant,unicode_encoded,chi,high,,,4,,chi
137,足,8DB3,in_simplified_set,unicode_encoded,zu,high,,,4,,足
138,跽,8DFD,in_simplified_set,unicode_encoded,ji,high,,,3,,跽
139,品,54C1,in_simplified_set,unicode_encoded,pin,high,,,4,,品
140,龠,9FA0,in_simplified_set,unicode_encoded,yue,high,,,4,,龠
141,龢,9FA2,in_simplified_set,unicode_encoded,he,high,,,3,,龢
142,册,518C,in_simplified_set,unicode_encoded,ce,high,,,4,,册
143,嗣,55E3,in_simplified_set,unicode_encoded,si,high,,,4,,嗣
144,星,661F,traditional_or_variant,unicode_encoded,xing,high,,,3,,xing
145,嚚,569A,in_simplified_set,unicode_encoded,yin,high,,,1,,嚚
146,舌,820C,in_simplified_set,unicode_encoded,she,high,,,4,,舌
147,干,5E72,in_simplified_set,unicode_encoded,gan,high,,,2,,干
148,屰,5C70,in_simplified_set,unicode_encoded,ni,high,,,4,,屰
149,畑,7551,traditional_or_variant,unicode_encoded,tian,high,reading of the candidate character matches the reading annotated in the source filename; the parenthetical note is therefore read as describing the components of the oracle-bone form of this same character,封口,4,,tian
150,冏,518F,in_simplified_set,unicode_encoded,jiong,high,,,4,,冏
151,商,5546,in_simplified_set,unicode_encoded,shang,high,,,4,,商
152,句,53E5,in_simplified_set,unicode_encoded,ju,high,,,1,,句
153,丩,4E29,in_simplified_set,unicode_encoded,jiu,high,,,4,,丩
154,古,53E4,in_simplified_set,unicode_encoded,gu,high,,,4,,古
155,十,5341,in_simplified_set,unicode_encoded,shi,high,,,4,,十
156,千,5343,in_simplified_set,unicode_encoded,qian,high,,,4,,千
157,廿,5EFF,in_simplified_set,unicode_encoded,nian,high,,,4,,廿
158,卅,5345,in_simplified_set,unicode_encoded,sa,high,,,4,,卅
159,言,8A00,in_simplified_set,unicode_encoded,yan,high,,,4,,言
160,誨,8AA8,in_simplified_set,unicode_encoded,hui,high,,,4,,誨
161,訊,8A0A,in_simplified_set,unicode_encoded,xun,high,,,2,,訊
162,呼,547C,in_simplified_set,unicode_encoded,hu,high,,,4,,呼
163,誖,8A96,in_simplified_set,unicode_encoded,bei,high,,,4,,誖
164,競,7AF6,traditional_or_variant,unicode_encoded,jing,high,,,4,,jing
165,竟,7ADF,in_simplified_set,unicode_encoded,jing,high,,,2,,竟
166,铅,94C5,traditional_or_variant,unicode_encoded,qian,high,,,4,,qian
167,妾,59BE,in_simplified_set,unicode_encoded,qie,high,,,4,,妾
168,對,5C0D,in_simplified_set,unicode_encoded,dui,high,,,4,,對
169,僕,50D5,in_simplified_set,unicode_encoded,pu,high,,,1,,僕
170,共,5171,in_simplified_set,unicode_encoded,gong,high,,,4,,共
171,丞,4E1E,in_simplified_set,unicode_encoded,cheng,high,,,3,,丞
172,畀,7540,in_simplified_set,unicode_encoded,bi,high,,,4,,畀
173,弄,5F04,in_simplified_set,unicode_encoded,nong,high,,,4,,弄
174,奎,594E,traditional_or_variant,unicode_encoded,kui,high,,,4,,kui
175,戒,6212,in_simplified_set,unicode_encoded,jie,high,,,4,,戒
176,兵,5175,in_simplified_set,unicode_encoded,bing,high,,,4,,兵
177,龏,9F8F,in_simplified_set,unicode_encoded,gong,high,,,4,,龏
178,具,5177,in_simplified_set,unicode_encoded,ju,high,,,2,,具
179,異,7570,in_simplified_set,unicode_encoded,yi,high,,,4,,異
180,興,8208,in_simplified_set,unicode_encoded,xing,high,,,4,,興
181,要,8981,in_simplified_set,unicode_encoded,yao,high,,,1,,要
182,晨,6668,traditional_or_variant,unicode_encoded,chen,high,,,1,,chen
183,農,8FB2,in_simplified_set,unicode_encoded,nong,high,,,4,,農
184,鬲,9B32,in_simplified_set,unicode_encoded,ge,high,,,4,,鬲
185,鬳,9B33,in_simplified_set,unicode_encoded,yan,high,,,4,,鬳
186,餗,9917,in_simplified_set,unicode_encoded,su,high,,,4,,餗
187,爪,722A,in_simplified_set,unicode_encoded,zhao,high,,,1,,爪
188,孚,5B5A,in_simplified_set,unicode_encoded,fu,high,,,1,,孚
189,爲,7232,in_simplified_set,unicode_encoded,wei,high,,,4,,爲
190,丮,4E2E,in_simplified_set,unicode_encoded,ji,high,,,4,,丮
191,蓺,84FA,in_simplified_set,unicode_encoded,yi,high,,,4,,蓺
192,熟,719F,traditional_or_variant,unicode_encoded,shu,high,,,1,,shu
193,载,8F7D,traditional_or_variant,unicode_encoded,zai,high,,,4,,zai
194,崋,5D0B,traditional_or_variant,unicode_encoded,hua,high,,,4,,hua
195,鬥,9B25,in_simplified_set,unicode_encoded,dou,high,,,4,,鬥
196,又,53C8,in_simplified_set,unicode_encoded,you,high,,,4,,又
197,爪,722A,traditional_or_variant,unicode_encoded,zhao,high,,,4,,zhao
198,父,7236,in_simplified_set,unicode_encoded,fu,high,,,4,,父
199,叜,53DC,in_simplified_set,unicode_encoded,sou,high,,,4,,叜
200,燮,71EE,in_simplified_set,unicode_encoded,xie,high,,,2,,燮
201,尹,5C39,in_simplified_set,unicode_encoded,yin,high,,,4,,尹
202,虘,8658,traditional_or_variant,unicode_encoded,cuo,high,,,4,,cuo
203,斄,6584,traditional_or_variant,unicode_encoded,li,high,,,4,,li
204,及,53CA,in_simplified_set,unicode_encoded,ji,high,,,4,,及
205,秉,79C9,in_simplified_set,unicode_encoded,bing,high,,,4,,秉
206,反,53CD,in_simplified_set,unicode_encoded,fan,high,,,3,,反
207,服,670D,traditional_or_variant,unicode_encoded,fu,high,,,4,,fu
208,祟,795F,traditional_or_variant,unicode_encoded,sui,high,,,4,,sui
209,叔,53D4,in_simplified_set,unicode_encoded,shu,high,,,3,,叔
210,取,53D6,in_simplified_set,unicode_encoded,qu,high,,,4,,取
211,彗,5F57,in_simplified_set,unicode_encoded,hui,high,,,3,,彗
212,友,53CB,in_simplified_set,unicode_encoded,you,high,,,4,,友
213,左,5DE6,in_simplified_set,unicode_encoded,zuo,high,,,4,,左
214,史,53F2,in_simplified_set,unicode_encoded,shi,high,,,4,,史
215,事,4E8B,in_simplified_set,unicode_encoded,shi,high,,,2,,事
216,肄,8084,traditional_or_variant,unicode_encoded,yi,high,,,4,,yi
217,隶,96B6,traditional_or_variant,unicode_encoded,li,high,,,4,,li
218,臤,81E4,in_simplified_set,unicode_encoded,qian,high,,,2,,臤
219,臣,81E3,in_simplified_set,unicode_encoded,chen,high,,,4,,臣
220,臧,81E7,in_simplified_set,unicode_encoded,zang,high,,,2,,臧
221,殳,6BB3,in_simplified_set,unicode_encoded,shu,high,,,3,,殳
222,壳,58F3,traditional_or_variant,unicode_encoded,ke,high,,,4,,qiao
223,頭,982D,traditional_or_variant,unicode_encoded,tou,high,,,4,,tou
224,簋,7C0B,traditional_or_variant,unicode_encoded,gui,high,,,4,,gui
225,伇,4F07,in_simplified_set,unicode_encoded,yi,high,,,4,,伇
226,殺,6BBA,in_simplified_set,unicode_encoded,sha,high,,,4,,殺
227,尋,5C0B,in_simplified_set,unicode_encoded,xun,high,,,4,,尋
228,專,5C08,in_simplified_set,unicode_encoded,zhuan,high,,,4,,專
229,尃,5C03,in_simplified_set,unicode_encoded,fu,high,,,4,,尃
230,攴,6534,in_simplified_set,unicode_encoded,pu,high,,,1,,攴
231,啓,5553,in_simplified_set,unicode_encoded,qi,high,,,4,,啓
232,徹,5FB9,traditional_or_variant,unicode_encoded,che,high,,,4,,che
233,敏,654F,in_simplified_set,unicode_encoded,min,high,,,4,,敏
234,效,6548,in_simplified_set,unicode_encoded,xiao,high,,,4,,效
235,政,653F,in_simplified_set,unicode_encoded,zheng,high,,,1,,政
236,尸,5C38,traditional_or_variant,unicode_encoded,shi,high,,,4,,shi
237,更,66F4,in_simplified_set,unicode_encoded,geng,high,,,4,,更
238,攸,6538,in_simplified_set,unicode_encoded,you,high,,,4,,攸
239,敉,6549,in_simplified_set,unicode_encoded,mi,high,,,3,,敉
240,敭,656D,traditional_or_variant,unicode_encoded,yang,high,,,1,,yang
241,敗,6557,in_simplified_set,unicode_encoded,bai,high,,,4,,敗
242,攻,653B,in_simplified_set,unicode_encoded,gong,high,,,2,,攻
243,铣,94E3,traditional_or_variant,unicode_encoded,xi,high,,,4,,xi
244,畋,754B,in_simplified_set,unicode_encoded,tian,high,,,4,,畋
245,改,6539,traditional_or_variant,unicode_encoded,gai,high,,,4,,gai
246,叙,53D9,in_simplified_set,unicode_encoded,xu,high,,,1,,叙
247,牧,7267,in_simplified_set,unicode_encoded,mu,high,,,4,,牧
248,教,6559,in_simplified_set,unicode_encoded,jiao,high,,,4,,教
249,學,5B78,in_simplified_set,unicode_encoded,xue,high,,,4,,學
250,卜,535C,in_simplified_set,unicode_encoded,bo,high,,,4,,卜
251,貞,8C9E,in_simplified_set,unicode_encoded,zhen,high,,,4,,貞
252,占,5360,in_simplified_set,unicode_encoded,zhan,high,,,4,,占
253,用,7528,in_simplified_set,unicode_encoded,yong,high,,,4,,用
254,甫,752B,in_simplified_set,unicode_encoded,fu,high,,,4,,甫
255,备,5907,traditional_or_variant,unicode_encoded,bei,high,,bei,4,,bei
256,爻,723B,in_simplified_set,unicode_encoded,yao,high,,,4,,爻
257,爽,723D,in_simplified_set,unicode_encoded,shuang,high,,,4,,爽
258,洫,6D2B,traditional_or_variant,unicode_encoded,xu,high,,xu,4,,xu
259,目,76EE,in_simplified_set,unicode_encoded,mu,high,,,4,,目
260,嚃,5683,traditional_or_variant,unicode_encoded,ta,high,,ta,4,,ta
261,相,76F8,in_simplified_set,unicode_encoded,xiang,high,,,4,,相
262,省,7701,in_simplified_set,unicode_encoded,sheng,high,,,4,,省
263,眣,7723,traditional_or_variant,unicode_encoded,die,high,,,4,,die
264,瞋,778B,traditional_or_variant,unicode_encoded,chen,high,"author identifies the entry as 瞋; the source filename records its components 目 and 寅 separately, which the parser had read as a compositional description [author determination, 2026-08-10]",组合:目寅,1,,yin
265,眉,7709,in_simplified_set,unicode_encoded,mei,high,,,4,,眉
266,自,81EA,in_simplified_set,unicode_encoded,zi,high,,,4,,自
267,魯,9B6F,in_simplified_set,unicode_encoded,lu,high,,,4,,魯
268,協,5354,traditional_or_variant,unicode_encoded,xie,high,"author identifies the entry as 協; the source filename records the components 智 and 亏 separately and annotates the reading as zhi, which does not correspond to this character and is treated as an annotation error [author determination, 2026-08-10]",组合:智亏,1,,zhi
269,百,767E,in_simplified_set,unicode_encoded,bai,high,,,4,,百
270,習,7FD2,in_simplified_set,unicode_encoded,xi,high,,,4,,習
271,羽,7FBD,in_simplified_set,unicode_encoded,yu,high,,,4,,羽
272,翊,7FCA,in_simplified_set,unicode_encoded,yi,high,,,4,,翊
273,隹,96B9,in_simplified_set,unicode_encoded,zhui,high,,,4,,隹
274,隻,96BB,in_simplified_set,unicode_encoded,zhi,high,,,4,,隻
275,雀,96C0,in_simplified_set,unicode_encoded,que,high,,,4,,雀
276,雉,96C9,in_simplified_set,unicode_encoded,zhi,high,,,4,,雉
277,雞,96DE,in_simplified_set,unicode_encoded,ji,high,,,4,,雞
278,雏,96CF,traditional_or_variant,unicode_encoded,chu,high,,chu,2,,chu
279,離,96E2,in_simplified_set,unicode_encoded,li,high,,,4,,離
280,雝,96DD,in_simplified_set,unicode_encoded,yong,high,,,4,,雝
281,雇,96C7,in_simplified_set,unicode_encoded,gu,high,,,4,,雇
282,鸿,9E3F,traditional_or_variant,unicode_encoded,hong,high,,,3,,hong
283,萑,8411,in_simplified_set,unicode_encoded,huan,high,,,4,,萑
284,雚,96DA,in_simplified_set,unicode_encoded,guan,high,,,4,,雚
285,舊,820A,in_simplified_set,unicode_encoded,jiu,high,,,4,,舊
286,蔑,8511,in_simplified_set,unicode_encoded,mie,high,,,4,,蔑
287,羊,7F8A,in_simplified_set,unicode_encoded,yang,high,,,4,,羊
288,芈,8288,in_simplified_set,unicode_encoded,mi,high,,,4,,芈
289,羔,7F94,in_simplified_set,unicode_encoded,gao,high,,,4,,羔
290,美,7F8E,in_simplified_set,unicode_encoded,mei,high,,,4,,美
291,羌,7F8C,in_simplified_set,unicode_encoded,qiang,high,,,4,,羌
292,羴,7FB4,in_simplified_set,unicode_encoded,shan,high,,,4,,羴
293,霍,970D,in_simplified_set,unicode_encoded,huo,high,,,4,,霍
294,雥,96E5,in_simplified_set,unicode_encoded,za,high,,,1,,雥
295,集,96C6,in_simplified_set,unicode_encoded,ji,high,,,4,,集
296,鳥,9CE5,in_simplified_set,unicode_encoded,niao,high,,,4,,鳥
297,鳳,9CF3,traditional_or_variant,unicode_encoded,feng,high,"author rules that the form recorded in the source hand copy takes precedence; the v0.2 label 鳯 is superseded by 鳳 [author determination, 2026-08-10]",,4,,鳯
298,鶾,9DBE,in_simplified_set,unicode_encoded,han,high,,,1,,鶾
299,鳴,9CF4,in_simplified_set,unicode_encoded,ming,high,,,4,,鳴
300,棄,68C4,in_simplified_set,unicode_encoded,qi,high,,,2,,棄
301,冓,5193,in_simplified_set,unicode_encoded,gou,high,,,4,,冓
302,再,518D,in_simplified_set,unicode_encoded,zai,high,,,2,,再
303,爯,722F,in_simplified_set,unicode_encoded,cheng,high,,,4,,爯
304,幼,5E7C,in_simplified_set,unicode_encoded,you,high,,,3,,幼
305,游,6E38,traditional_or_variant,unicode_encoded,you,high,,,4,,you
306,幽,5E7D,in_simplified_set,unicode_encoded,you,high,,,4,,幽
307,叀,53C0,traditional_or_variant,unicode_encoded,zhuan,high,,,4,,zhuan
308,疐,7590,in_simplified_set,unicode_encoded,zhi,high,,,4,,疐
309,爰,7230,in_simplified_set,unicode_encoded,yuan,high,,,4,,爰
310,受,53D7,in_simplified_set,unicode_encoded,shou,high,,,4,,受
311,啮,556E,traditional_or_variant,unicode_encoded,nie,high,,,4,,nie
312,死,6B7B,in_simplified_set,unicode_encoded,si,high,,,4,,死
313,冎,518E,in_simplified_set,unicode_encoded,gua,high,,,2,,冎
314,剐,5250,traditional_or_variant,unicode_encoded,gua,high,,,1,,gua
315,骨,9AA8,in_simplified_set,unicode_encoded,gu,high,,,4,,骨
316,肉,8089,in_simplified_set,unicode_encoded,rou,high,,,4,,肉
317,膏,818F,in_simplified_set,unicode_encoded,gao,high,,,4,,膏
318,腹,8179,in_simplified_set,unicode_encoded,fu,high,,,2,,腹
319,胾,80FE,in_simplified_set,unicode_encoded,zi,high,,,1,,胾
320,刀,5200,in_simplified_set,unicode_encoded,dao,high,,,4,,刀
321,利,5229,in_simplified_set,unicode_encoded,li,high,,,4,,利
322,初,521D,in_simplified_set,unicode_encoded,chu,high,,,3,,初
323,剛,525B,in_simplified_set,unicode_encoded,gang,high,,,4,,剛
324,副,526F,in_simplified_set,unicode_encoded,fu,high,,,2,,副
325,删,5220,in_simplified_set,unicode_encoded,shan,high,,,1,,删
326,剥,5265,in_simplified_set,unicode_encoded,bo,high,,,1,,剥
327,刖,5216,in_simplified_set,unicode_encoded,yue,high,,,4,,刖
328,刜,521C,in_simplified_set,unicode_encoded,fu,high,,,4,,刜
329,切,5207,traditional_or_variant,unicode_encoded,qie,high,,,1,,qie
330,翼,7FFC,traditional_or_variant,unicode_encoded,yi,high,,,4,,yi
331,刃,5203,in_simplified_set,unicode_encoded,ren,high,,,1,,刃
332,㓞,34DE,traditional_or_variant,unicode_encoded,qia,high,"author identifies the entry as 㓞 (U+34DE), whose components are the 丰 and 刀 recorded separately in the source filename; the character is encoded in CJK Unified Ideographs Extension A and the compositional description ⿰丰刀 is therefore superseded [author determination, 2026-08-10]",组合:丰刀,1,,jie
333,耤,8024,in_simplified_set,unicode_encoded,ji,high,,,4,,耤
334,角,89D2,in_simplified_set,unicode_encoded,jiao,high,,,4,,角
335,解,89E3,in_simplified_set,unicode_encoded,jie,high,,,1,,解
336,竹,7AF9,in_simplified_set,unicode_encoded,zhu,high,,,4,,竹
337,箙,7B99,in_simplified_set,unicode_encoded,fu,high,,,4,,箙
338,箕,7B95,in_simplified_set,unicode_encoded,ji,high,,,4,,箕
339,典,5178,in_simplified_set,unicode_encoded,dian,high,,,3,,典
340,奠,5960,in_simplified_set,unicode_encoded,dian,high,,,4,,奠
341,工,5DE5,in_simplified_set,unicode_encoded,gong,high,,,4,,工
342,巫,5DEB,in_simplified_set,unicode_encoded,wu,high,,,4,,巫
343,甘,7518,in_simplified_set,unicode_encoded,gan,high,,,4,,甘
344,曰,66F0,in_simplified_set,unicode_encoded,yue,high,,,4,,曰
345,𠕋,2054B,traditional_or_variant,unicode_encoded,ce,high,"author identifies the entry as 𠕋 (U+2054B, 册 over 口), encoded in CJK Unified Ideographs Extension B; the source filename records the components separately [author determination, 2026-08-10] Reading given as ce, following 册; no reading for U+2054B is available from automated romanisation.",上下 / 组合:册日,4,,che
346,曹,66F9,traditional_or_variant,unicode_encoded,cao,high,,,2,,cao
347,乃,4E43,in_simplified_set,unicode_encoded,nai,high,,,4,,乃
348,硵,7875,traditional_or_variant,unicode_encoded,lu,high,,,4,,lu
349,丂,4E02,in_simplified_set,unicode_encoded,kao,high,,,4,,丂
350,甹,7539,traditional_or_variant,unicode_encoded,ping,high,,,1,,ping
351,寧,5BE7,traditional_or_variant,unicode_encoded,ning,high,,,4,,ning
352,可,53EF,in_simplified_set,unicode_encoded,ke,high,,,4,,可
353,兮,516E,in_simplified_set,unicode_encoded,xi,high,,,4,,兮
354,乎,4E4E,in_simplified_set,unicode_encoded,hu,high,,,4,,乎
355,亏,4E8F,in_simplified_set,unicode_encoded,kui,high,,,4,,亏
356,粤,7CA4,in_simplified_set,unicode_encoded,yue,high,,,3,,粤
357,旨,65E8,in_simplified_set,unicode_encoded,zhi,high,,,4,,旨
358,喜,559C,in_simplified_set,unicode_encoded,xi,high,,,4,,喜
359,壴,58F4,in_simplified_set,unicode_encoded,zhu,high,,,4,,壴
360,彭,5F6D,in_simplified_set,unicode_encoded,peng,high,,,4,,彭
361,鼓,9F13,in_simplified_set,unicode_encoded,gu,high,,,4,,鼓
362,豆,8C46,in_simplified_set,unicode_encoded,dou,high,,,3,,豆
363,眷,7737,traditional_or_variant,unicode_encoded,juan,high,,,4,,juan
364,糞,7CDE,traditional_or_variant,unicode_encoded,fen,high,"author identifies the entry as 糞, superseding the candidate 脰 inferred from the source filename; the reading ""nong"" in the source annotation is not retained [author determination, 2026-08-10]",下边一个廾 读nong,4,,deng
365,豐,8C50,in_simplified_set,unicode_encoded,feng,high,,,4,,豐
366,虍,864D,in_simplified_set,unicode_encoded,hu,high,,,1,,虍
367,虘,8658,in_simplified_set,unicode_encoded,cuo,high,,,4,,虘
368,虎,864E,in_simplified_set,unicode_encoded,hu,high,,,4,,虎
369,虤,8664,in_simplified_set,unicode_encoded,yan,high,,,3,,虤
370,皿,76BF,in_simplified_set,unicode_encoded,min,high,,,4,,皿
371,盂,76C2,in_simplified_set,unicode_encoded,yu,high,,,4,,盂
372,盛,76DB,in_simplified_set,unicode_encoded,sheng,high,,,1,,盛
373,盧,76E7,in_simplified_set,unicode_encoded,lu,high,,,4,,盧
374,益,76CA,in_simplified_set,unicode_encoded,yi,high,,,4,,益
375,盡,76E1,in_simplified_set,unicode_encoded,jin,high,,,4,,盡
376,盥,76E5,in_simplified_set,unicode_encoded,guan,high,,,4,,盥
377,去,53BB,in_simplified_set,unicode_encoded,qu,high,,,4,,去
378,血,8840,in_simplified_set,unicode_encoded,xue,high,,,4,,血
379,聴,8074,traditional_or_variant,unicode_encoded,ting,high,,读ting,4,,ting
