glyph_id,modern_char,unicode,char_form,encoding_status,pinyin,svg
961,它,5B83,in_simplified_set,unicode_encoded,ta,0961.svg
962,龜,9F9C,traditional_or_variant,unicode_encoded,gui,0962.svg
963,黽,9EFD,in_simplified_set,unicode_encoded,mian,0963.svg
964,鼍,9F0D,in_simplified_set,unicode_encoded,tuo,0964.svg
965,二,4E8C,in_simplified_set,unicode_encoded,er,0965.svg
966,亟,4E9F,in_simplified_set,unicode_encoded,ji,0966.svg
967,恒,6052,in_simplified_set,unicode_encoded,heng,0967.svg
968,亘,4E98,in_simplified_set,unicode_encoded,gen,0968.svg
969,凡,51E1,in_simplified_set,unicode_encoded,fan,0969.svg
970,土,571F,in_simplified_set,unicode_encoded,tu,0970.svg
971,基,57FA,in_simplified_set,unicode_encoded,ji,0971.svg
972,在,5728,in_simplified_set,unicode_encoded,zai,0972.svg
973,封,5C01,in_simplified_set,unicode_encoded,feng,0973.svg
974,圣,5723,in_simplified_set,unicode_encoded,sheng,0974.svg
975,堯,582F,traditional_or_variant,unicode_encoded,yao,0975.svg
976,堇,5807,traditional_or_variant,unicode_encoded,jin,0976.svg
977,艱,8271,in_simplified_set,unicode_encoded,jian,0977.svg
978,野,91CE,in_simplified_set,unicode_encoded,ye,0978.svg
979,田,7530,in_simplified_set,unicode_encoded,tian,0979.svg
980,疇,7587,in_simplified_set,unicode_encoded,chou,0980.svg
981,畯,756F,in_simplified_set,unicode_encoded,jun,0981.svg
982,畕,7555,in_simplified_set,unicode_encoded,jiang,0982.svg
983,疆,7586,in_simplified_set,unicode_encoded,jiang,0983.svg
984,黄,9EC4,in_simplified_set,unicode_encoded,huang,0984.svg
985,男,7537,in_simplified_set,unicode_encoded,nan,0985.svg
986,力,529B,in_simplified_set,unicode_encoded,li,0986.svg
987,劦,52A6,in_simplified_set,unicode_encoded,xie,0987.svg
988,錫,932B,in_simplified_set,unicode_encoded,xi,0988.svg
989,鑄,9444,in_simplified_set,unicode_encoded,zhu,0989.svg
990,镬,956C,in_simplified_set,unicode_encoded,huo,0990.svg
991,锾,953E,in_simplified_set,unicode_encoded,huan,0991.svg
992,且,4E14,in_simplified_set,unicode_encoded,qie,0992.svg
993,俎,4FCE,in_simplified_set,unicode_encoded,zu,0993.svg
994,斤,65A4,in_simplified_set,unicode_encoded,jin,0994.svg
995,斧,65A7,in_simplified_set,unicode_encoded,fu,0995.svg
996,斫,65AB,in_simplified_set,unicode_encoded,zhuo,0996.svg
997,新,65B0,in_simplified_set,unicode_encoded,xin,0997.svg
998,斝,659D,in_simplified_set,unicode_encoded,jia,0998.svg
999,升,5347,in_simplified_set,unicode_encoded,sheng,0999.svg
1000,車,8ECA,in_simplified_set,unicode_encoded,che,1000.svg
1001,輿,8F3F,in_simplified_set,unicode_encoded,yu,1001.svg
1002,堆,5806,traditional_or_variant,unicode_encoded,dui,1002.svg
1003,官,5B98,in_simplified_set,unicode_encoded,guan,1003.svg
1004,丰,4E30,traditional_or_variant,unicode_encoded,feng,1004.svg
1005,陵,9675,in_simplified_set,unicode_encoded,ling,1005.svg
1006,陽,967D,in_simplified_set,unicode_encoded,yang,1006.svg
1007,陮,966E,in_simplified_set,unicode_encoded,dui,1007.svg
1008,陟,965F,in_simplified_set,unicode_encoded,zhi,1008.svg
1009,隊,968A,in_simplified_set,unicode_encoded,dui,1009.svg
1010,降,964D,in_simplified_set,unicode_encoded,jiang,1010.svg
1011,餐,9910,traditional_or_variant,unicode_encoded,can,1011.svg
1012,陴,9674,in_simplified_set,unicode_encoded,pi,1012.svg
1013,四,56DB,in_simplified_set,unicode_encoded,si,1013.svg
1014,宁,5B81,in_simplified_set,unicode_encoded,ning,1014.svg
1015,亞,4E9E,in_simplified_set,unicode_encoded,ya,1015.svg
1016,五,4E94,in_simplified_set,unicode_encoded,wu,1016.svg
1017,六,516D,in_simplified_set,unicode_encoded,liu,1017.svg
1018,七,4E03,in_simplified_set,unicode_encoded,qi,1018.svg
1019,九,4E5D,in_simplified_set,unicode_encoded,jiu,1019.svg
1020,禽,79BD,in_simplified_set,unicode_encoded,qin,1020.svg
1021,萬,842C,in_simplified_set,unicode_encoded,wan,1021.svg
1022,獸,7378,in_simplified_set,unicode_encoded,shou,1022.svg
1023,甲,7532,in_simplified_set,unicode_encoded,jia,1023.svg
1024,乙,4E59,in_simplified_set,unicode_encoded,yi,1024.svg
1025,尤,5C24,in_simplified_set,unicode_encoded,you,1025.svg
1026,丙,4E19,in_simplified_set,unicode_encoded,bing,1026.svg
1027,丁,4E01,in_simplified_set,unicode_encoded,ding,1027.svg
1028,戊,620A,in_simplified_set,unicode_encoded,wu,1028.svg
1029,成,6210,in_simplified_set,unicode_encoded,cheng,1029.svg
1030,己,5DF1,in_simplified_set,unicode_encoded,ji,1030.svg
1031,萁,8401,traditional_or_variant,unicode_encoded,qi,1031.svg
1032,庚,5E9A,in_simplified_set,unicode_encoded,geng,1032.svg
1033,辛,8F9B,in_simplified_set,unicode_encoded,xin,1033.svg
1034,辥,8FA5,traditional_or_variant,unicode_encoded,xue,1034.svg
1035,壬,58EC,in_simplified_set,unicode_encoded,ren,1035.svg
1036,癸,7678,in_simplified_set,unicode_encoded,gui,1036.svg
1037,子,5B50,in_simplified_set,unicode_encoded,zi,1037.svg
1038,孕,5B55,in_simplified_set,unicode_encoded,yun,1038.svg
1039,季,5B63,in_simplified_set,unicode_encoded,ji,1039.svg
1040,育,80B2,in_simplified_set,unicode_encoded,yu,1040.svg
1041,丑,4E11,in_simplified_set,unicode_encoded,chou,1041.svg
1042,羞,7F9E,in_simplified_set,unicode_encoded,xiu,1042.svg
1043,寅,5BC5,in_simplified_set,unicode_encoded,yin,1043.svg
1044,卯,536F,in_simplified_set,unicode_encoded,mao,1044.svg
1045,辰,8FB0,in_simplified_set,unicode_encoded,chen,1045.svg
1046,巳,5DF3,in_simplified_set,unicode_encoded,si,1046.svg
1047,已,5DF2,traditional_or_variant,unicode_encoded,yi,1047.svg
1048,午,5348,in_simplified_set,unicode_encoded,wu,1048.svg
1049,未,672A,in_simplified_set,unicode_encoded,wei,1049.svg
1050,申,7533,in_simplified_set,unicode_encoded,shen,1050.svg
1051,酉,9149,in_simplified_set,unicode_encoded,you,1051.svg
1052,酒,9152,in_simplified_set,unicode_encoded,jiu,1052.svg
1053,配,914D,in_simplified_set,unicode_encoded,pei,1053.svg
1054,尊,5C0A,in_simplified_set,unicode_encoded,zun,1054.svg
1055,戌,620C,in_simplified_set,unicode_encoded,xu,1055.svg
1056,亥,4EA5,in_simplified_set,unicode_encoded,hai,1056.svg
1057,莽,83BD,in_simplified_set,unicode_encoded,mang,1057.svg
1058,害,5BB3,traditional_or_variant,unicode_encoded,hai,1058.svg
1059,噪,566A,traditional_or_variant,unicode_encoded,zao,1059.svg
1060,呈,5448,traditional_or_variant,unicode_encoded,cheng,1060.svg
1061,唬,552C,in_simplified_set,unicode_encoded,hu,1061.svg
1062,走,8D70,in_simplified_set,unicode_encoded,zou,1062.svg
1063,挤,6324,traditional_or_variant,unicode_encoded,ji,1063.svg
1064,徒,5F92,in_simplified_set,unicode_encoded,tu,1064.svg
1065,徙,5F99,in_simplified_set,unicode_encoded,xi,1065.svg
1066,後,5F8C,in_simplified_set,unicode_encoded,hou,1066.svg
1067,迪,8FEA,traditional_or_variant,unicode_encoded,di,1067.svg
1068,遠,9060,in_simplified_set,unicode_encoded,yuan,1068.svg
1069,疋,758B,in_simplified_set,unicode_encoded,pi,1069.svg
1070,洹,6D39,traditional_or_variant,unicode_encoded,huan,1070.svg
1071,訢,8A22,in_simplified_set,unicode_encoded,xin,1071.svg
1072,尋,5C0B,traditional_or_variant,unicode_encoded,xun,1072.svg
1073,童,7AE5,in_simplified_set,unicode_encoded,tong,1073.svg
1074,晝,665D,in_simplified_set,unicode_encoded,zhou,1074.svg
1075,卑,5351,in_simplified_set,unicode_encoded,bei,1075.svg
1076,將,5C07,in_simplified_set,unicode_encoded,jiang,1076.svg
1077,庸,5EB8,in_simplified_set,unicode_encoded,yong,1077.svg
1078,箪,7BAA,traditional_or_variant,unicode_encoded,dan,1078.svg
1079,督,7763,in_simplified_set,unicode_encoded,du,1079.svg
1080,怨,6028,traditional_or_variant,unicode_encoded,yuan,1080.svg
1081,鼻,9F3B,in_simplified_set,unicode_encoded,bi,1081.svg
1082,翟,7FDF,in_simplified_set,unicode_encoded,di,1082.svg
1083,豢,8C62,traditional_or_variant,unicode_encoded,huan,1083.svg
1084,鳶,9CF6,traditional_or_variant,unicode_encoded,yuan,1084.svg
1085,爭,722D,in_simplified_set,unicode_encoded,zheng,1085.svg
1086,胄,80C4,in_simplified_set,unicode_encoded,zhou,1086.svg
1087,畵,7575,traditional_or_variant,unicode_encoded,hua,1087.svg
1088,縲,7E32,traditional_or_variant,unicode_encoded,lei,1088.svg
1089,虽,867D,traditional_or_variant,unicode_encoded,sui,1089.svg
1090,爼,723C,traditional_or_variant,unicode_encoded,zu,1090.svg
1091,觳,89F3,traditional_or_variant,unicode_encoded,hu,1091.svg
1092,其,5176,in_simplified_set,unicode_encoded,qi,1092.svg
1093,佐,4F50,in_simplified_set,unicode_encoded,zuo,1093.svg
1094,廼,5EFC,in_simplified_set,unicode_encoded,nai,1094.svg
1095,沓,6C93,in_simplified_set,unicode_encoded,da,1095.svg
1096,虐,8650,in_simplified_set,unicode_encoded,nve,1096.svg
1097,鱼,9C7C,traditional_or_variant,unicode_encoded,yu,1097.svg
1098,猟,731F,traditional_or_variant,unicode_encoded,lie,1098.svg
1099,祭,796D,traditional_or_variant,unicode_encoded,ji,1099.svg
1100,飤,98E4,traditional_or_variant,unicode_encoded,si,1100.svg
1101,餐,9910,traditional_or_variant,unicode_encoded,can,1101.svg
1102,夌,590C,in_simplified_set,unicode_encoded,ling,1102.svg
1103,困,56F0,traditional_or_variant,unicode_encoded,kun,1103.svg
1104,夆,5906,in_simplified_set,unicode_encoded,feng,1104.svg
1105,李,674E,in_simplified_set,unicode_encoded,li,1105.svg
1106,櫟,6ADF,in_simplified_set,unicode_encoded,li,1106.svg
1107,條,689D,in_simplified_set,unicode_encoded,tiao,1107.svg
1108,杕,6755,traditional_or_variant,unicode_encoded,di,1108.svg
1109,罍,7F4D,in_simplified_set,unicode_encoded,lei,1109.svg
1110,椎,690E,in_simplified_set,unicode_encoded,chui,1110.svg
1111,校,6821,in_simplified_set,unicode_encoded,xiao,1111.svg
1112,鬱,9B31,in_simplified_set,unicode_encoded,yu,1112.svg
1113,橐,6A50,traditional_or_variant,unicode_encoded,tuo,1113.svg
1114,漅,6F05,in_simplified_set,unicode_encoded,chao,1114.svg
1115,籋,7C4B,traditional_or_variant,unicode_encoded,nie,1115.svg
1116,霸,9738,in_simplified_set,unicode_encoded,ba,1116.svg
1117,齐,9F50,traditional_or_variant,unicode_encoded,qi,1117.svg
1118,卣,5363,in_simplified_set,unicode_encoded,you,1118.svg
1119,穆,7A46,in_simplified_set,unicode_encoded,mu,1119.svg
1120,穧,7A67,traditional_or_variant,unicode_encoded,ji,1120.svg
1121,覃,8983,traditional_or_variant,unicode_encoded,tan,1121.svg
1122,兇,5147,in_simplified_set,unicode_encoded,xiong,1122.svg
1123,宇,5B87,in_simplified_set,unicode_encoded,yu,1123.svg
1124,宛,5B9B,in_simplified_set,unicode_encoded,wan,1124.svg
1125,袧,88A7,traditional_or_variant,unicode_encoded,gou,1125.svg
1126,细,7EC6,traditional_or_variant,unicode_encoded,xi,1126.svg
1127,纲,7EB2,traditional_or_variant,unicode_encoded,gang,1127.svg
1128,僤,50E4,in_simplified_set,unicode_encoded,dan,1128.svg
1129,免,514D,in_simplified_set,unicode_encoded,mian,1129.svg
1130,係,4FC2,traditional_or_variant,unicode_encoded,xi,1130.svg
1131,量,91CF,in_simplified_set,unicode_encoded,liang,1131.svg
1132,身,8EAB,in_simplified_set,unicode_encoded,shen,1132.svg
1133,殷,6BB7,in_simplified_set,unicode_encoded,yin,1133.svg
1134,袁,8881,in_simplified_set,unicode_encoded,yuan,1134.svg
1135,襄,8944,in_simplified_set,unicode_encoded,xiang,1135.svg
1136,萦,8426,traditional_or_variant,unicode_encoded,ying,1136.svg
1137,伲,4F32,traditional_or_variant,unicode_encoded,ni,1137.svg
1138,伏,4F0F,in_simplified_set,unicode_encoded,fu,1138.svg
1139,旡,65E1,in_simplified_set,unicode_encoded,ji,1139.svg
1140,帆,5E06,traditional_or_variant,unicode_encoded,fan,1140.svg
1141,須,9808,in_simplified_set,unicode_encoded,xu,1141.svg
1142,醜,919C,in_simplified_set,unicode_encoded,chou,1142.svg
1143,庻,5EBB,traditional_or_variant,unicode_encoded,shu,1143.svg
1144,危,5371,in_simplified_set,unicode_encoded,wei,1144.svg
1145,硪,786A,traditional_or_variant,unicode_encoded,wo,1145.svg
1146,驟,9A5F,in_simplified_set,unicode_encoded,zhou,1146.svg
1147,駛,99DB,in_simplified_set,unicode_encoded,shi,1147.svg
1148,炘,7098,in_simplified_set,unicode_encoded,xin,1148.svg
1149,祥,7965,traditional_or_variant,unicode_encoded,xiang,1149.svg
1150,狐,72D0,in_simplified_set,unicode_encoded,hu,1150.svg
1151,鼠,9F20,in_simplified_set,unicode_encoded,shu,1151.svg
1152,蒸,84B8,in_simplified_set,unicode_encoded,zheng,1152.svg
1153,烈,70C8,in_simplified_set,unicode_encoded,lie,1153.svg
1154,黑,9ED1,in_simplified_set,unicode_encoded,hei,1154.svg
1155,粦,7CA6,in_simplified_set,unicode_encoded,lin,1155.svg
1156,奏,594F,in_simplified_set,unicode_encoded,zou,1156.svg
1157,惟,60DF,in_simplified_set,unicode_encoded,wei,1157.svg
1158,懋,61CB,in_simplified_set,unicode_encoded,mao,1158.svg
1159,熊,718A,in_simplified_set,unicode_encoded,xiong,1159.svg
1160,胶,80F6,in_simplified_set,unicode_encoded,jiao,1160.svg
1161,湌,6E4C,in_simplified_set,unicode_encoded,can,1161.svg
1162,泊,6CCA,in_simplified_set,unicode_encoded,po,1162.svg
1163,沛,6C9B,traditional_or_variant,unicode_encoded,pei,1163.svg
1164,镍,954D,traditional_or_variant,unicode_encoded,nie,1164.svg
1165,蔖,8516,traditional_or_variant,unicode_encoded,cuo,1165.svg
1166,钳,94B3,traditional_or_variant,unicode_encoded,qian,1166.svg
1167,凍,51CD,in_simplified_set,unicode_encoded,dong,1167.svg
1168,震,9707,in_simplified_set,unicode_encoded,zhen,1168.svg
1169,踏,8E0F,traditional_or_variant,unicode_encoded,ta,1169.svg
1170,沁,6C81,in_simplified_set,unicode_encoded,qin,1170.svg
1171,乳,4E73,in_simplified_set,unicode_encoded,ru,1171.svg
1172,聯,806F,in_simplified_set,unicode_encoded,lian,1172.svg
1173,馘,9998,in_simplified_set,unicode_encoded,guo,1173.svg
1174,振,632F,traditional_or_variant,unicode_encoded,zhen,1174.svg
1175,婐,5A50,in_simplified_set,unicode_encoded,wo,1175.svg
1176,婭,5A6D,traditional_or_variant,unicode_encoded,ya,1176.svg
1177,娘,5A18,in_simplified_set,unicode_encoded,niang,1177.svg
1178,嬉,5B09,in_simplified_set,unicode_encoded,xi,1178.svg
1179,妤,59A4,traditional_or_variant,unicode_encoded,yu,1179.svg
1180,妞,599E,traditional_or_variant,unicode_encoded,niu,1180.svg
1181,冬,51AC,traditional_or_variant,unicode_encoded,dong,1181.svg
1182,奏,594F,traditional_or_variant,unicode_encoded,zou,1182.svg
1183,弋,5F0B,in_simplified_set,unicode_encoded,yi,1183.svg
1184,戚,621A,in_simplified_set,unicode_encoded,qi,1184.svg
1185,囻,56FB,traditional_or_variant,unicode_encoded,guo,1185.svg
1186,曲,66F2,in_simplified_set,unicode_encoded,qu,1186.svg
1187,洱,6D31,in_simplified_set,unicode_encoded,er,1187.svg
1188,爵,7235,traditional_or_variant,unicode_encoded,jue,1188.svg
1189,轡,8F61,traditional_or_variant,unicode_encoded,pei,1189.svg
1190,臝,81DD,traditional_or_variant,unicode_encoded,luo,1190.svg
1191,塞,585E,in_simplified_set,unicode_encoded,sai,1191.svg
1192,由,7531,in_simplified_set,unicode_encoded,you,1192.svg
1193,畜,755C,in_simplified_set,unicode_encoded,chu,1193.svg
1194,嘉,5609,traditional_or_variant,unicode_encoded,jia,1194.svg
1195,鑿,947F,in_simplified_set,unicode_encoded,zao,1195.svg
1196,載,8F09,in_simplified_set,unicode_encoded,zai,1196.svg
1197,輦,8F26,traditional_or_variant,unicode_encoded,nian,1197.svg
1198,隂,9682,in_simplified_set,unicode_encoded,yin,1198.svg
1199,巴,5DF4,in_simplified_set,unicode_encoded,ba,1199.svg
1200,臾,81FE,traditional_or_variant,unicode_encoded,yu,1200.svg
1201,罇,7F47,traditional_or_variant,unicode_encoded,zun,1201.svg
1202,次,6B21,traditional_or_variant,unicode_encoded,ci,1202.svg
1203,举,4E3E,traditional_or_variant,unicode_encoded,ju,1203.svg
